input_length,config,runs,mean_acc,std_acc
81,INT 4-8-8-2,5,98.5248,0.18552007977574855
81,INT 4-8-2-8,5,98.52380000000001,0.18641539635984755
81,INT 4-8-8-4,5,98.5236,0.21379382591646545
81,INT 4-4-2-2,5,98.5188,0.24647352799032707
71,INT 8-4-4-8,5,98.5158,0.5849929059398955
91,INT 4-8-4-4,5,98.51559999999999,0.3025884994509844
81,INT 4-8-4-2,5,98.513,0.19676254724921619
101,INT 4-2-8-2,5,98.505,0.5267338037377127
81,INT 4-4-8-4,5,98.505,0.2460497917089162
101,INT 4-2-8-4,5,98.4986,0.38332205780518386
81,INT 4-4-4-8,5,98.4974,0.24239286293123255
91,INT 4-8-2-4,5,98.49499999999999,0.28096174116772893
81,INT 4-4-4-2,5,98.4942,0.2599282593332203
81,INT 4-4-8-2,5,98.4938,0.2685622832789401
71,INT 8-4-8-8,5,98.4884,0.6061264719511914
71,INT 8-4-4-4,5,98.4842,0.5881591621321547
81,INT 4-4-2-8,5,98.48240000000001,0.2800005357137754
81,INT 4-4-4-4,5,98.4808,0.23749463151827416
71,INT 8-4-4-2,5,98.47999999999999,0.5430050644331047
71,INT 8-4-8-2,5,98.4672,0.5333710715815075
91,INT 4-8-2-2,5,98.4628,0.25225324576702296
91,INT 4-8-8-8,5,98.4556,0.43875311964703323
91,INT 4-8-2-8,5,98.453,0.27287268093380396
91,INT 4-8-8-4,5,98.4486,0.3580409194491559
91,INT 4-4-2-8,5,98.4462,0.4298251970278135
91,INT 4-4-4-4,5,98.4362,0.4745010010526819
91,INT 4-4-2-4,5,98.428,0.39749654086544806
71,INT 8-4-2-4,5,98.4268,0.5664761248278697
91,INT 4-8-8-2,5,98.4214,0.35074107258774556
91,INT 4-4-4-2,5,98.4168,0.44713387257061465
81,INT 4-4-2-4,5,98.4078,0.3976313619421929
91,INT 4-4-2-2,5,98.40459999999999,0.4020134326114019
91,INT 4-4-4-8,5,98.4008,0.49753462191087505
91,INT 4-4-8-4,5,98.3994,0.5116168488234187
91,INT 4-8-4-2,5,98.3892,0.35425936826003357
91,INT 4-4-8-8,5,98.38820000000001,0.3919007527423206
91,INT 4-4-8-2,5,98.34880000000001,0.3894851730168975
71,INT 8-2-4-8,5,98.3472,0.43040236988194797
81,INT 8-2-2-4,5,98.3276,0.4908964249207728
71,INT 8-2-8-8,5,98.3048,0.4331272330389752
71,INT 8-2-8-4,5,98.2918,0.42732505192183506
71,INT 8-2-4-2,5,98.267,0.37402005293834417
81,INT 8-2-2-8,5,98.2628,0.44954888499472434
71,INT 8-2-4-4,5,98.2618,0.5028346646761702
71,INT 8-2-2-8,5,98.22279999999999,0.42871867232486865
81,INT 8-2-4-8,5,98.2222,0.5295943730818923
81,INT 8-2-4-2,5,98.2202,0.4785077846806678
71,INT 8-2-2-4,5,98.2108,0.43743650967883696
61,INT 8-8-2-4,5,98.1998,0.6478932782488164
61,INT 8-8-2-8,5,98.1972,0.6158824563177623
51,INT 8-8-2-4,5,98.196,0.3670483619361343
71,INT 8-2-8-2,5,98.1884,0.38422493412062214
91,INT 4-2-8-4,5,98.1858,0.6414804751510422
51,INT 8-8-2-8,5,98.1824,0.3645823638082395
61,INT 8-8-8-8,5,98.1678,0.6019241646586295
61,INT 8-8-4-8,5,98.16600000000001,0.6094911812323399
61,INT 8-8-2-2,5,98.1632,0.7388076204263198
81,INT 8-2-8-2,5,98.1508,0.5334451237006492
61,INT 8-8-4-4,5,98.1504,0.608232110300007
81,INT 8-2-2-2,5,98.1492,0.519435462786286
61,INT 8-8-8-4,5,98.14320000000001,0.6284530213150387
61,INT 8-8-8-2,5,98.14,0.5964348246036641
61,INT 8-4-2-2,5,98.138,0.6081307425217076
61,INT 8-8-4-2,5,98.1336,0.6631095686234683
51,INT 8-4-2-8,5,98.1318,0.4470645367281948
71,INT 8-2-2-2,5,98.1284,0.43860722748263237
81,INT 8-2-8-4,5,98.12440000000001,0.538065330605867
61,INT 8-4-2-8,5,98.11699999999999,0.6112446318782692
51,INT 8-8-2-2,5,98.1152,0.3159963607385398
61,INT 8-2-8-8,5,98.1138,0.26784547784124063
51,INT 8-4-2-4,5,98.11019999999999,0.41882478436692216
51,INT 8-8-8-8,5,98.1044,0.4577415209482312
61,INT 8-4-4-2,5,98.1044,0.5528610132754821
81,INT 8-2-4-4,5,98.0988,0.5692957930636738
91,INT 4-2-8-2,5,98.0984,0.5489064583332895
61,INT 8-2-8-2,5,98.09819999999999,0.30899627829473925
61,INT 8-4-4-8,5,98.0942,0.5649532724040113
61,INT 8-4-8-8,5,98.0934,0.5670884410742288
61,INT 8-4-8-2,5,98.08959999999999,0.57517675544132
61,INT 8-4-2-4,5,98.0876,0.682059601501217
51,INT 8-8-4-4,5,98.08520000000001,0.38141604580824634
51,INT 8-8-8-4,5,98.0842,0.4071752693865402
71,INT 4-8-2-4,5,98.0842,0.5722461882791354
61,INT 8-2-8-4,5,98.0808,0.18885894207053167
51,INT 8-8-4-8,5,98.0798,0.38562248378433417
71,INT 4-8-2-8,5,98.07939999999999,0.5819697586644891
51,INT 8-8-4-2,5,98.07660000000001,0.36168536049997807
51,INT 8-8-8-2,5,98.07480000000001,0.38495675081754194
61,INT 8-4-8-4,5,98.074,0.5865598861156459
91,INT 4-2-4-2,5,98.0638,0.6356521847677452
71,INT 4-8-2-2,5,98.0608,0.5820873645768274
