input_length,config,conv1_bits,conv2_bits,fc1_bits,fc2_bits,seed,label_detected,test_accuracy,train_seconds,status
91,INT 2-8-4-2,2,8,4,2,46,mixed,85.352,88.15703773498535,success
91,INT 2-8-2-8,2,8,2,8,42,mixed,97.054,88.51225590705872,success
91,INT 2-8-2-8,2,8,2,8,43,mixed,96.258,87.90257620811462,success
91,INT 2-8-2-8,2,8,2,8,44,mixed,96.845,88.29193997383118,success
91,INT 2-8-2-8,2,8,2,8,45,mixed,92.921,91.75549697875977,success
91,INT 2-8-2-8,2,8,2,8,46,mixed,86.813,87.91902470588684,success
91,INT 2-8-2-4,2,8,2,4,42,mixed,97.064,88.17233633995056,success
91,INT 2-8-2-4,2,8,2,4,43,mixed,96.187,88.49035000801086,success
91,INT 2-8-2-4,2,8,2,4,44,mixed,96.773,88.13796806335449,success
91,INT 2-8-2-4,2,8,2,4,45,mixed,92.861,87.97038340568542,success
91,INT 2-8-2-4,2,8,2,4,46,mixed,86.803,87.82515382766724,success
91,INT 2-8-2-2,2,8,2,2,42,mixed,97.059,87.98283219337463,success
91,INT 2-8-2-2,2,8,2,2,43,mixed,96.095,88.487877368927,success
91,INT 2-8-2-2,2,8,2,2,44,mixed,96.702,88.09495711326599,success
91,INT 2-8-2-2,2,8,2,2,45,mixed,92.637,88.27189755439758,success
91,INT 2-8-2-2,2,8,2,2,46,mixed,86.227,87.73275423049927,success
91,INT 2-4-8-8,2,4,8,8,42,mixed,96.182,88.6149263381958,success
91,INT 2-4-8-8,2,4,8,8,43,mixed,96.168,91.62855648994446,success
91,INT 2-4-8-8,2,4,8,8,44,mixed,97.102,91.02362513542175,success
91,INT 2-4-8-8,2,4,8,8,45,mixed,92.795,88.5029685497284,success
91,INT 2-4-8-8,2,4,8,8,46,mixed,83.405,88.13916420936584,success
91,INT 2-4-8-4,2,4,8,4,42,mixed,96.122,88.3126859664917,success
91,INT 2-4-8-4,2,4,8,4,43,mixed,96.103,91.0107491016388,success
91,INT 2-4-8-4,2,4,8,4,44,mixed,97.066,88.13142824172974,success
91,INT 2-4-8-4,2,4,8,4,45,mixed,92.601,88.62938570976257,success
91,INT 2-4-8-4,2,4,8,4,46,mixed,82.866,87.56425404548645,success
91,INT 2-4-8-2,2,4,8,2,42,mixed,95.964,88.55205297470093,success
91,INT 2-4-8-2,2,4,8,2,43,mixed,95.888,88.03341341018677,success
91,INT 2-4-8-2,2,4,8,2,44,mixed,96.915,88.20512008666992,success
91,INT 2-4-8-2,2,4,8,2,45,mixed,92.564,87.98945045471191,success
91,INT 2-4-8-2,2,4,8,2,46,mixed,84.759,88.11601662635803,success
91,INT 2-4-4-8,2,4,4,8,42,mixed,96.22,88.27981114387512,success
91,INT 2-4-4-8,2,4,4,8,43,mixed,96.144,88.1236162185669,success
91,INT 2-4-4-8,2,4,4,8,44,mixed,97.113,88.39860439300537,success
91,INT 2-4-4-8,2,4,4,8,45,mixed,92.711,88.21607851982117,success
91,INT 2-4-4-8,2,4,4,8,46,mixed,84.299,88.11576676368713,success
91,INT 2-4-4-4,2,4,4,4,42,mixed,96.137,91.49132680892944,success
91,INT 2-4-4-4,2,4,4,4,43,mixed,96.124,91.632000207901,success
91,INT 2-4-4-4,2,4,4,4,44,mixed,97.097,88.49883103370667,success
91,INT 2-4-4-4,2,4,4,4,45,mixed,92.762,91.04706883430481,success
91,INT 2-4-4-4,2,4,4,4,46,mixed,84.295,88.19141817092896,success
91,INT 2-4-4-2,2,4,4,2,42,mixed,95.946,91.73682308197021,success
91,INT 2-4-4-2,2,4,4,2,43,mixed,95.881,88.28780674934387,success
91,INT 2-4-4-2,2,4,4,2,44,mixed,96.943,87.59295797348022,success
91,INT 2-4-4-2,2,4,4,2,45,mixed,92.643,88.5131528377533,success
91,INT 2-4-4-2,2,4,4,2,46,mixed,83.296,87.92811822891235,success
91,INT 2-4-2-8,2,4,2,8,42,mixed,96.207,88.03729319572449,success
91,INT 2-4-2-8,2,4,2,8,43,mixed,96.159,90.95710515975952,success
91,INT 2-4-2-8,2,4,2,8,44,mixed,96.937,88.61219954490662,success
91,INT 2-4-2-8,2,4,2,8,45,mixed,92.92,87.5357654094696,success
91,INT 2-4-2-8,2,4,2,8,46,mixed,86.62,88.3978283405304,success
91,INT 2-4-2-4,2,4,2,4,42,mixed,96.178,87.72269892692566,success
91,INT 2-4-2-4,2,4,2,4,43,mixed,96.071,88.6726667881012,success
91,INT 2-4-2-4,2,4,2,4,44,mixed,96.914,87.94377851486206,success
91,INT 2-4-2-4,2,4,2,4,45,mixed,92.893,88.11370253562927,success
91,INT 2-4-2-4,2,4,2,4,46,mixed,85.702,87.51131534576416,success
91,INT 2-4-2-2,2,4,2,2,42,mixed,95.982,88.68461799621582,success
91,INT 2-4-2-2,2,4,2,2,43,mixed,95.546,88.11140704154968,success
91,INT 2-4-2-2,2,4,2,2,44,mixed,96.817,88.05728602409363,success
91,INT 2-4-2-2,2,4,2,2,45,mixed,92.831,87.94161438941956,success
91,INT 2-4-2-2,2,4,2,2,46,mixed,85.622,91.32557582855225,success
91,INT 2-2-8-8,2,2,8,8,42,mixed,95.668,88.14808535575867,success
91,INT 2-2-8-8,2,2,8,8,43,mixed,95.098,87.91317391395569,success
91,INT 2-2-8-8,2,2,8,8,44,mixed,96.53,88.28723645210266,success
91,INT 2-2-8-8,2,2,8,8,45,mixed,92.906,87.72445702552795,success
91,INT 2-2-8-8,2,2,8,8,46,mixed,87.496,88.40408110618591,success
91,INT 2-2-8-4,2,2,8,4,42,mixed,95.579,88.03040194511414,success
91,INT 2-2-8-4,2,2,8,4,43,mixed,95.135,87.5671112537384,success
91,INT 2-2-8-4,2,2,8,4,44,mixed,96.991,88.06244444847107,success
91,INT 2-2-8-4,2,2,8,4,45,mixed,92.505,88.18323588371277,success
91,INT 2-2-8-4,2,2,8,4,46,mixed,87.45,88.15098404884338,success
91,INT 2-2-8-2,2,2,8,2,42,mixed,95.414,87.59430122375488,success
91,INT 2-2-8-2,2,2,8,2,43,mixed,95.093,88.10305523872375,success
91,INT 2-2-8-2,2,2,8,2,44,mixed,96.755,87.82274031639099,success
91,INT 2-2-8-2,2,2,8,2,45,mixed,92.979,88.34606385231018,success
91,INT 2-2-8-2,2,2,8,2,46,mixed,87.124,87.75928807258606,success
91,INT 2-2-4-8,2,2,4,8,42,mixed,95.575,87.6844847202301,success
91,INT 2-2-4-8,2,2,4,8,43,mixed,95.251,88.59231424331665,success
91,INT 2-2-4-8,2,2,4,8,44,mixed,96.965,88.05579590797424,success
91,INT 2-2-4-8,2,2,4,8,45,mixed,92.807,87.94058418273926,success
91,INT 2-2-4-8,2,2,4,8,46,mixed,88.37,88.18409752845764,success
91,INT 2-2-4-4,2,2,4,4,42,mixed,95.628,91.22762131690979,success
91,INT 2-2-4-4,2,2,4,4,43,mixed,95.285,88.43904185295105,success
91,INT 2-2-4-4,2,2,4,4,44,mixed,96.531,87.83557057380676,success
91,INT 2-2-4-4,2,2,4,4,45,mixed,92.799,88.17404246330261,success
91,INT 2-2-4-4,2,2,4,4,46,mixed,88.041,91.81860399246216,success
91,INT 2-2-4-2,2,2,4,2,42,mixed,95.385,91.80853390693665,success
91,INT 2-2-4-2,2,2,4,2,43,mixed,95.133,91.69443607330322,success
91,INT 2-2-4-2,2,2,4,2,44,mixed,96.117,88.15997385978699,success
91,INT 2-2-4-2,2,2,4,2,45,mixed,92.91,88.5576581954956,success
91,INT 2-2-4-2,2,2,4,2,46,mixed,86.938,87.7586874961853,success
91,INT 2-2-2-8,2,2,2,8,42,mixed,95.675,92.20607495307922,success
91,INT 2-2-2-8,2,2,2,8,43,mixed,94.848,94.33181047439575,success
91,INT 2-2-2-8,2,2,2,8,44,mixed,96.903,89.23459053039551,success
91,INT 2-2-2-8,2,2,2,8,45,mixed,92.713,87.4923210144043,success
91,INT 2-2-2-8,2,2,2,8,46,mixed,88.446,89.64687085151672,success
91,INT 2-2-2-4,2,2,2,4,42,mixed,95.724,88.37635922431946,success
91,INT 2-2-2-4,2,2,2,4,43,mixed,94.834,88.56592774391174,success
91,INT 2-2-2-4,2,2,2,4,44,mixed,97.184,90.93027520179749,success
91,INT 2-2-2-4,2,2,2,4,45,mixed,92.974,90.49587845802307,success
91,INT 2-2-2-4,2,2,2,4,46,mixed,88.728,92.01154732704163,success
91,INT 2-2-2-2,2,2,2,2,42,INT2,95.622,90.52392363548279,success
91,INT 2-2-2-2,2,2,2,2,43,INT2,95.085,90.17091345787048,success
91,INT 2-2-2-2,2,2,2,2,44,INT2,96.68,88.83656859397888,success
91,INT 2-2-2-2,2,2,2,2,45,INT2,93.099,88.40616989135742,success
91,INT 2-2-2-2,2,2,2,2,46,INT2,87.593,90.46726202964783,success
81,INT 8-8-8-8,8,8,8,8,42,INT8,98.747,90.08195543289185,success
81,INT 8-8-8-8,8,8,8,8,43,INT8,98.428,88.48043656349182,success
81,INT 8-8-8-8,8,8,8,8,44,INT8,98.649,88.46770358085632,success
81,INT 8-8-8-8,8,8,8,8,45,INT8,99.173,90.36566090583801,success
81,INT 8-8-8-8,8,8,8,8,46,INT8,98.37,88.15202522277832,success
81,INT 8-8-8-4,8,8,8,4,42,mixed,98.724,87.19452428817749,success
81,INT 8-8-8-4,8,8,8,4,43,mixed,98.428,89.85413789749146,success
81,INT 8-8-8-4,8,8,8,4,44,mixed,98.633,90.19252133369446,success
81,INT 8-8-8-4,8,8,8,4,45,mixed,99.21,88.35042333602905,success
81,INT 8-8-8-4,8,8,8,4,46,mixed,98.369,90.01064848899841,success
81,INT 8-8-8-2,8,8,8,2,42,mixed,98.746,89.99528956413269,success
81,INT 8-8-8-2,8,8,8,2,43,mixed,98.443,90.7320008277893,success
81,INT 8-8-8-2,8,8,8,2,44,mixed,98.573,92.04108333587646,success
81,INT 8-8-8-2,8,8,8,2,45,mixed,99.196,89.57855248451233,success
81,INT 8-8-8-2,8,8,8,2,46,mixed,98.374,90.37232780456543,success
81,INT 8-8-4-8,8,8,4,8,42,mixed,98.729,89.98726892471313,success
81,INT 8-8-4-8,8,8,4,8,43,mixed,98.41,88.46123957633972,success
81,INT 8-8-4-8,8,8,4,8,44,mixed,98.628,88.44760084152222,success
81,INT 8-8-4-8,8,8,4,8,45,mixed,99.222,88.45934867858887,success
81,INT 8-8-4-8,8,8,4,8,46,mixed,98.357,88.67169427871704,success
81,INT 8-8-4-4,8,8,4,4,42,mixed,98.711,88.40052771568298,success
81,INT 8-8-4-4,8,8,4,4,43,mixed,98.399,88.31721901893616,success
81,INT 8-8-4-4,8,8,4,4,44,mixed,98.631,88.64595866203308,success
81,INT 8-8-4-4,8,8,4,4,45,mixed,99.2,90.74511289596558,success
81,INT 8-8-4-4,8,8,4,4,46,mixed,98.371,88.83675980567932,success
81,INT 8-8-4-2,8,8,4,2,42,mixed,98.715,89.69001841545105,success
81,INT 8-8-4-2,8,8,4,2,43,mixed,98.428,88.6986653804779,success
81,INT 8-8-4-2,8,8,4,2,44,mixed,98.552,87.05216264724731,success
81,INT 8-8-4-2,8,8,4,2,45,mixed,99.175,91.75620865821838,success
81,INT 8-8-4-2,8,8,4,2,46,mixed,98.375,89.75765538215637,success
81,INT 8-8-2-8,8,8,2,8,42,mixed,98.733,88.23721313476562,success
81,INT 8-8-2-8,8,8,2,8,43,mixed,98.427,90.36545705795288,success
81,INT 8-8-2-8,8,8,2,8,44,mixed,98.594,89.86053490638733,success
81,INT 8-8-2-8,8,8,2,8,45,mixed,99.197,88.81267499923706,success
81,INT 8-8-2-8,8,8,2,8,46,mixed,98.465,90.74175333976746,success
81,INT 8-8-2-4,8,8,2,4,42,mixed,98.697,89.90332674980164,success
81,INT 8-8-2-4,8,8,2,4,43,mixed,98.393,90.19541883468628,success
81,INT 8-8-2-4,8,8,2,4,44,mixed,98.585,88.69538855552673,success
81,INT 8-8-2-4,8,8,2,4,45,mixed,99.17,90.3515100479126,success
81,INT 8-8-2-4,8,8,2,4,46,mixed,98.457,88.62249612808228,success
81,INT 8-8-2-2,8,8,2,2,42,mixed,98.688,90.40402269363403,success
81,INT 8-8-2-2,8,8,2,2,43,mixed,98.312,88.58586096763611,success
81,INT 8-8-2-2,8,8,2,2,44,mixed,98.74,88.81581783294678,success
81,INT 8-8-2-2,8,8,2,2,45,mixed,99.17,91.7959930896759,success
81,INT 8-8-2-2,8,8,2,2,46,mixed,98.45,91.64291620254517,success
81,INT 8-4-8-8,8,4,8,8,42,mixed,98.673,89.80335426330566,success
81,INT 8-4-8-8,8,4,8,8,43,mixed,98.372,90.41652703285217,success
81,INT 8-4-8-8,8,4,8,8,44,mixed,98.719,89.89981317520142,success
81,INT 8-4-8-8,8,4,8,8,45,mixed,99.137,90.35907363891602,success
81,INT 8-4-8-8,8,4,8,8,46,mixed,98.402,91.75154733657837,success
81,INT 8-4-8-4,8,4,8,4,42,mixed,98.639,91.59541821479797,success
81,INT 8-4-8-4,8,4,8,4,43,mixed,98.322,88.68697452545166,success
81,INT 8-4-8-4,8,4,8,4,44,mixed,98.66,90.12491393089294,success
81,INT 8-4-8-4,8,4,8,4,45,mixed,99.14,88.63587951660156,success
81,INT 8-4-8-4,8,4,8,4,46,mixed,98.41,88.1640956401825,success
81,INT 8-4-8-2,8,4,8,2,42,mixed,98.642,88.40188956260681,success
81,INT 8-4-8-2,8,4,8,2,43,mixed,98.303,90.74988675117493,success
81,INT 8-4-8-2,8,4,8,2,44,mixed,98.68,88.72237396240234,success
81,INT 8-4-8-2,8,4,8,2,45,mixed,99.125,91.51875162124634,success
81,INT 8-4-8-2,8,4,8,2,46,mixed,98.445,91.79540657997131,success
81,INT 8-4-4-8,8,4,4,8,42,mixed,98.643,89.06272625923157,success
81,INT 8-4-4-8,8,4,4,8,43,mixed,98.345,90.29658389091492,success
81,INT 8-4-4-8,8,4,4,8,44,mixed,98.674,88.26841163635254,success
81,INT 8-4-4-8,8,4,4,8,45,mixed,99.059,88.31383967399597,success
81,INT 8-4-4-8,8,4,4,8,46,mixed,98.399,90.78028655052185,success
81,INT 8-4-4-4,8,4,4,4,42,mixed,98.646,90.08785796165466,success
81,INT 8-4-4-4,8,4,4,4,43,mixed,98.316,88.26199984550476,success
81,INT 8-4-4-4,8,4,4,4,44,mixed,98.758,90.10893416404724,success
81,INT 8-4-4-4,8,4,4,4,45,mixed,99.242,91.91307544708252,success
81,INT 8-4-4-4,8,4,4,4,46,mixed,98.41,90.02045607566833,success
81,INT 8-4-4-2,8,4,4,2,42,mixed,98.644,90.5476222038269,success
81,INT 8-4-4-2,8,4,4,2,43,mixed,98.186,91.65766453742981,success
81,INT 8-4-4-2,8,4,4,2,44,mixed,98.72,91.72044682502747,success
81,INT 8-4-4-2,8,4,4,2,45,mixed,99.205,90.1306574344635,success
81,INT 8-4-4-2,8,4,4,2,46,mixed,98.451,88.85170769691467,success
81,INT 8-4-2-8,8,4,2,8,42,mixed,98.622,88.48515844345093,success
81,INT 8-4-2-8,8,4,2,8,43,mixed,98.282,90.14111638069153,success
81,INT 8-4-2-8,8,4,2,8,44,mixed,98.532,89.77195763587952,success
81,INT 8-4-2-8,8,4,2,8,45,mixed,99.215,88.84795236587524,success
81,INT 8-4-2-8,8,4,2,8,46,mixed,98.446,88.61374831199646,success
81,INT 8-4-2-4,8,4,2,4,42,mixed,98.626,88.13553071022034,success
81,INT 8-4-2-4,8,4,2,4,43,mixed,98.245,88.34047603607178,success
81,INT 8-4-2-4,8,4,2,4,44,mixed,98.622,88.51820087432861,success
81,INT 8-4-2-4,8,4,2,4,45,mixed,99.211,90.58086585998535,success
81,INT 8-4-2-4,8,4,2,4,46,mixed,98.543,89.64962863922119,success
81,INT 8-4-2-2,8,4,2,2,42,mixed,98.606,91.9817283153534,success
81,INT 8-4-2-2,8,4,2,2,43,mixed,98.304,86.94701337814331,success
81,INT 8-4-2-2,8,4,2,2,44,mixed,98.454,89.94703817367554,success
81,INT 8-4-2-2,8,4,2,2,45,mixed,99.276,88.76646876335144,success
81,INT 8-4-2-2,8,4,2,2,46,mixed,98.651,90.52008104324341,success
81,INT 8-2-8-8,8,2,8,8,42,mixed,98.445,88.75452828407288,success
81,INT 8-2-8-8,8,2,8,8,43,mixed,97.031,89.76152014732361,success
81,INT 8-2-8-8,8,2,8,8,44,mixed,97.992,88.55737090110779,success
81,INT 8-2-8-8,8,2,8,8,45,mixed,98.867,90.5524640083313,success
81,INT 8-2-8-8,8,2,8,8,46,mixed,97.813,88.46814894676208,success
81,INT 8-2-8-4,8,2,8,4,42,mixed,98.46,89.7790195941925,success
81,INT 8-2-8-4,8,2,8,4,43,mixed,97.581,90.61760950088501,success
81,INT 8-2-8-4,8,2,8,4,44,mixed,98.013,93.47805571556091,success
81,INT 8-2-8-4,8,2,8,4,45,mixed,98.87,88.65746021270752,success
81,INT 8-2-8-4,8,2,8,4,46,mixed,97.698,88.26405262947083,success
81,INT 8-2-8-2,8,2,8,2,42,mixed,98.61,88.6504282951355,success
81,INT 8-2-8-2,8,2,8,2,43,mixed,97.677,88.27656888961792,success
81,INT 8-2-8-2,8,2,8,2,44,mixed,97.827,91.81951522827148,success
81,INT 8-2-8-2,8,2,8,2,45,mixed,98.84,88.51562643051147,success
81,INT 8-2-8-2,8,2,8,2,46,mixed,97.8,88.63009357452393,success
81,INT 8-2-4-8,8,2,4,8,42,mixed,98.66,88.42293572425842,success
81,INT 8-2-4-8,8,2,4,8,43,mixed,97.847,90.19244170188904,success
81,INT 8-2-4-8,8,2,4,8,44,mixed,98.04,90.50890779495239,success
81,INT 8-2-4-8,8,2,4,8,45,mixed,98.894,88.67093634605408,success
81,INT 8-2-4-8,8,2,4,8,46,mixed,97.67,88.36047124862671,success
81,INT 8-2-4-4,8,2,4,4,42,mixed,98.478,90.8317494392395,success
81,INT 8-2-4-4,8,2,4,4,43,mixed,97.585,88.81635069847107,success
81,INT 8-2-4-4,8,2,4,4,44,mixed,97.887,89.85135245323181,success
81,INT 8-2-4-4,8,2,4,4,45,mixed,98.898,90.28280186653137,success
81,INT 8-2-4-4,8,2,4,4,46,mixed,97.646,90.10501623153687,success
81,INT 8-2-4-2,8,2,4,2,42,mixed,98.617,88.66042017936707,success
81,INT 8-2-4-2,8,2,4,2,43,mixed,97.889,90.44217157363892,success
81,INT 8-2-4-2,8,2,4,2,44,mixed,98.008,89.66194343566895,success
81,INT 8-2-4-2,8,2,4,2,45,mixed,98.838,90.52393436431885,success
81,INT 8-2-4-2,8,2,4,2,46,mixed,97.749,90.21161603927612,success
81,INT 8-2-2-8,8,2,2,8,42,mixed,98.671,88.46015620231628,success
81,INT 8-2-2-8,8,2,2,8,43,mixed,97.943,88.44889044761658,success
81,INT 8-2-2-8,8,2,2,8,44,mixed,98.026,88.41628623008728,success
81,INT 8-2-2-8,8,2,2,8,45,mixed,98.823,88.3278443813324,success
81,INT 8-2-2-8,8,2,2,8,46,mixed,97.851,88.83939027786255,success
81,INT 8-2-2-4,8,2,2,4,42,mixed,98.737,92.2627465724945,success
81,INT 8-2-2-4,8,2,2,4,43,mixed,97.811,89.67953324317932,success
81,INT 8-2-2-4,8,2,2,4,44,mixed,98.316,89.62925815582275,success
81,INT 8-2-2-4,8,2,2,4,45,mixed,98.898,89.71141958236694,success
81,INT 8-2-2-4,8,2,2,4,46,mixed,97.876,90.78945207595825,success
81,INT 8-2-2-2,8,2,2,2,42,mixed,98.506,88.96702170372009,success
81,INT 8-2-2-2,8,2,2,2,43,mixed,97.804,89.69325947761536,success
81,INT 8-2-2-2,8,2,2,2,44,mixed,97.826,90.71430253982544,success
81,INT 8-2-2-2,8,2,2,2,45,mixed,98.888,89.05882048606873,success
81,INT 8-2-2-2,8,2,2,2,46,mixed,97.722,91.82243657112122,success
81,INT 4-8-8-8,4,8,8,8,42,mixed,98.661,89.75025701522827,success
81,INT 4-8-8-8,4,8,8,8,43,mixed,98.177,90.13124561309814,success
81,INT 4-8-8-8,4,8,8,8,44,mixed,98.646,88.38522982597351,success
81,INT 4-8-8-8,4,8,8,8,45,mixed,98.689,89.93314027786255,success
81,INT 4-8-8-8,4,8,8,8,46,mixed,98.469,87.52791237831116,success
81,INT 4-8-8-4,4,8,8,4,42,mixed,98.662,89.74575233459473,success
81,INT 4-8-8-4,4,8,8,4,43,mixed,98.177,88.21901416778564,success
81,INT 4-8-8-4,4,8,8,4,44,mixed,98.635,88.33261322975159,success
81,INT 4-8-8-4,4,8,8,4,45,mixed,98.687,87.83031129837036,success
81,INT 4-8-8-4,4,8,8,4,46,mixed,98.457,90.01209735870361,success
81,INT 4-8-8-2,4,8,8,2,42,mixed,98.622,91.81494784355164,success
81,INT 4-8-8-2,4,8,8,2,43,mixed,98.232,88.58544588088989,success
81,INT 4-8-8-2,4,8,8,2,44,mixed,98.673,90.7577133178711,success
81,INT 4-8-8-2,4,8,8,2,45,mixed,98.647,88.77317667007446,success
81,INT 4-8-8-2,4,8,8,2,46,mixed,98.45,89.94381952285767,success
81,INT 4-8-4-8,4,8,4,8,42,mixed,98.634,91.63005352020264,success
81,INT 4-8-4-8,4,8,4,8,43,mixed,98.197,90.2243218421936,success
81,INT 4-8-4-8,4,8,4,8,44,mixed,98.621,93.40747904777527,success
81,INT 4-8-4-8,4,8,4,8,45,mixed,98.698,88.46806955337524,success
81,INT 4-8-4-8,4,8,4,8,46,mixed,98.514,90.27969145774841,success
81,INT 4-8-4-4,4,8,4,4,42,mixed,98.643,91.79173278808594,success
81,INT 4-8-4-4,4,8,4,4,43,mixed,98.188,91.73403120040894,success
81,INT 4-8-4-4,4,8,4,4,44,mixed,98.634,88.51366972923279,success
81,INT 4-8-4-4,4,8,4,4,45,mixed,98.687,90.00919651985168,success
81,INT 4-8-4-4,4,8,4,4,46,mixed,98.485,88.36878037452698,success
81,INT 4-8-4-2,4,8,4,2,42,mixed,98.629,90.25598788261414,success
81,INT 4-8-4-2,4,8,4,2,43,mixed,98.188,89.99557304382324,success
81,INT 4-8-4-2,4,8,4,2,44,mixed,98.635,92.24326372146606,success
81,INT 4-8-4-2,4,8,4,2,45,mixed,98.649,88.23906254768372,success
81,INT 4-8-4-2,4,8,4,2,46,mixed,98.464,88.38266944885254,success
81,INT 4-8-2-8,4,8,2,8,42,mixed,98.602,88.29487347602844,success
81,INT 4-8-2-8,4,8,2,8,43,mixed,98.205,90.4479992389679,success
81,INT 4-8-2-8,4,8,2,8,44,mixed,98.591,89.90982103347778,success
81,INT 4-8-2-8,4,8,2,8,45,mixed,98.687,90.09428477287292,success
81,INT 4-8-2-8,4,8,2,8,46,mixed,98.534,88.57072591781616,success
81,INT 4-8-2-4,4,8,2,4,42,mixed,98.691,90.11248326301575,success
81,INT 4-8-2-4,4,8,2,4,43,mixed,98.197,88.39703488349915,success
81,INT 4-8-2-4,4,8,2,4,44,mixed,98.602,88.33070802688599,success
81,INT 4-8-2-4,4,8,2,4,45,mixed,98.673,90.3712158203125,success
81,INT 4-8-2-4,4,8,2,4,46,mixed,98.513,90.33786058425903,success
81,INT 4-8-2-2,4,8,2,2,42,mixed,98.598,90.49714851379395,success
81,INT 4-8-2-2,4,8,2,2,43,mixed,98.258,92.01708436012268,success
81,INT 4-8-2-2,4,8,2,2,44,mixed,98.64,91.81880855560303,success
81,INT 4-8-2-2,4,8,2,2,45,mixed,98.644,89.16973209381104,success
81,INT 4-8-2-2,4,8,2,2,46,mixed,98.503,89.62117981910706,success
81,INT 4-4-8-8,4,4,8,8,42,mixed,98.68,88.29669260978699,success
81,INT 4-4-8-8,4,4,8,8,43,mixed,98.061,88.41858148574829,success
81,INT 4-4-8-8,4,4,8,8,44,mixed,98.702,88.32561492919922,success
81,INT 4-4-8-8,4,4,8,8,45,mixed,98.572,88.6252064704895,success
81,INT 4-4-8-8,4,4,8,8,46,mixed,98.63,90.36912608146667,success
81,INT 4-4-8-4,4,4,8,4,42,mixed,98.657,91.7762804031372,success
81,INT 4-4-8-4,4,4,8,4,43,mixed,98.068,91.78214740753174,success
81,INT 4-4-8-4,4,4,8,4,44,mixed,98.601,90.52383494377136,success
81,INT 4-4-8-4,4,4,8,4,45,mixed,98.577,88.74318838119507,success
81,INT 4-4-8-4,4,4,8,4,46,mixed,98.622,90.41800951957703,success
81,INT 4-4-8-2,4,4,8,2,42,mixed,98.603,90.27409315109253,success
81,INT 4-4-8-2,4,4,8,2,43,mixed,98.028,88.82926368713379,success
81,INT 4-4-8-2,4,4,8,2,44,mixed,98.718,88.72831153869629,success
81,INT 4-4-8-2,4,4,8,2,45,mixed,98.577,89.08131051063538,success
81,INT 4-4-8-2,4,4,8,2,46,mixed,98.543,87.62360382080078,success
81,INT 4-4-4-8,4,4,4,8,42,mixed,98.642,90.83561372756958,success
81,INT 4-4-4-8,4,4,4,8,43,mixed,98.071,90.40581107139587,success
81,INT 4-4-4-8,4,4,4,8,44,mixed,98.546,90.51708698272705,success
81,INT 4-4-4-8,4,4,4,8,45,mixed,98.577,88.12194085121155,success
81,INT 4-4-4-8,4,4,4,8,46,mixed,98.651,88.43847441673279,success
81,INT 4-4-4-4,4,4,4,4,42,INT4,98.54,90.22591161727905,success
81,INT 4-4-4-4,4,4,4,4,43,INT4,98.063,88.35616207122803,success
81,INT 4-4-4-4,4,4,4,4,44,INT4,98.568,90.19646716117859,success
81,INT 4-4-4-4,4,4,4,4,45,INT4,98.577,89.79124784469604,success
81,INT 4-4-4-4,4,4,4,4,46,INT4,98.656,88.47814750671387,success
81,INT 4-4-4-2,4,4,4,2,42,mixed,98.612,88.63244891166687,success
81,INT 4-4-4-2,4,4,4,2,43,mixed,98.039,88.50198316574097,success
81,INT 4-4-4-2,4,4,4,2,44,mixed,98.693,88.42629146575928,success
81,INT 4-4-4-2,4,4,4,2,45,mixed,98.568,88.31024098396301,success
81,INT 4-4-4-2,4,4,4,2,46,mixed,98.559,88.56988954544067,success
81,INT 4-4-2-8,4,4,2,8,42,mixed,98.604,88.82875394821167,success
81,INT 4-4-2-8,4,4,2,8,43,mixed,97.982,88.91784977912903,success
81,INT 4-4-2-8,4,4,2,8,44,mixed,98.62,87.65734934806824,success
81,INT 4-4-2-8,4,4,2,8,45,mixed,98.589,90.54481887817383,success
81,INT 4-4-2-8,4,4,2,8,46,mixed,98.617,90.14151191711426,success
81,INT 4-4-2-4,4,4,2,4,42,mixed,98.595,88.38488268852234,success
81,INT 4-4-2-4,4,4,2,4,43,mixed,97.701,88.48922657966614,success
81,INT 4-4-2-4,4,4,2,4,44,mixed,98.514,90.84336519241333,success
81,INT 4-4-2-4,4,4,2,4,45,mixed,98.591,92.3357264995575,success
81,INT 4-4-2-4,4,4,2,4,46,mixed,98.638,91.69422817230225,success
81,INT 4-4-2-2,4,4,2,2,42,mixed,98.593,90.41329431533813,success
81,INT 4-4-2-2,4,4,2,2,43,mixed,98.084,87.86007022857666,success
81,INT 4-4-2-2,4,4,2,2,44,mixed,98.695,91.06726551055908,success
81,INT 4-4-2-2,4,4,2,2,45,mixed,98.597,89.82722115516663,success
81,INT 4-4-2-2,4,4,2,2,46,mixed,98.625,88.36779999732971,success
81,INT 4-2-8-8,4,2,8,8,42,mixed,97.968,88.3153760433197,success
81,INT 4-2-8-8,4,2,8,8,43,mixed,97.729,90.22473430633545,success
81,INT 4-2-8-8,4,2,8,8,44,mixed,97.883,91.91756653785706,success
81,INT 4-2-8-8,4,2,8,8,45,mixed,98.803,90.30518794059753,success
81,INT 4-2-8-8,4,2,8,8,46,mixed,96.857,88.61264371871948,success
81,INT 4-2-8-4,4,2,8,4,42,mixed,97.945,90.28093791007996,success
81,INT 4-2-8-4,4,2,8,4,43,mixed,97.914,89.718679189682,success
81,INT 4-2-8-4,4,2,8,4,44,mixed,97.823,88.8386743068695,success
81,INT 4-2-8-4,4,2,8,4,45,mixed,98.78,88.8108184337616,success
