input_length,config,conv1_bits,conv2_bits,fc1_bits,fc2_bits,seed,label_detected,test_accuracy,train_seconds,status
31,INT 2-2-4-8,2,2,4,8,43,mixed,88.369,88.53204536437988,success
31,INT 2-2-4-8,2,2,4,8,44,mixed,92.375,89.77507710456848,success
31,INT 2-2-4-8,2,2,4,8,45,mixed,87.96,88.66617608070374,success
31,INT 2-2-4-8,2,2,4,8,46,mixed,91.325,88.48053550720215,success
31,INT 2-2-4-4,2,2,4,4,42,mixed,89.048,88.41366958618164,success
31,INT 2-2-4-4,2,2,4,4,43,mixed,88.613,90.17937445640564,success
31,INT 2-2-4-4,2,2,4,4,44,mixed,92.361,86.92367053031921,success
31,INT 2-2-4-4,2,2,4,4,45,mixed,87.982,88.82118964195251,success
31,INT 2-2-4-4,2,2,4,4,46,mixed,91.274,86.67752623558044,success
31,INT 2-2-4-2,2,2,4,2,42,mixed,88.299,90.56655883789062,success
31,INT 2-2-4-2,2,2,4,2,43,mixed,88.696,87.7289571762085,success
31,INT 2-2-4-2,2,2,4,2,44,mixed,92.487,87.02619075775146,success
31,INT 2-2-4-2,2,2,4,2,45,mixed,88.624,89.87674570083618,success
31,INT 2-2-4-2,2,2,4,2,46,mixed,91.031,88.49681234359741,success
31,INT 2-2-2-8,2,2,2,8,42,mixed,87.505,90.35147666931152,success
31,INT 2-2-2-8,2,2,2,8,43,mixed,87.754,90.05856943130493,success
31,INT 2-2-2-8,2,2,2,8,44,mixed,92.447,88.41840076446533,success
31,INT 2-2-2-8,2,2,2,8,45,mixed,87.753,88.31163954734802,success
31,INT 2-2-2-8,2,2,2,8,46,mixed,90.634,86.92120933532715,success
31,INT 2-2-2-4,2,2,2,4,42,mixed,87.443,89.59576630592346,success
31,INT 2-2-2-4,2,2,2,4,43,mixed,88.338,87.03002262115479,success
31,INT 2-2-2-4,2,2,2,4,44,mixed,92.284,88.22211813926697,success
31,INT 2-2-2-4,2,2,2,4,45,mixed,89.358,89.77562165260315,success
31,INT 2-2-2-4,2,2,2,4,46,mixed,91.164,91.5795407295227,success
31,INT 2-2-2-2,2,2,2,2,42,INT2,88.607,88.83202052116394,success
31,INT 2-2-2-2,2,2,2,2,43,INT2,88.187,90.13976573944092,success
31,INT 2-2-2-2,2,2,2,2,44,INT2,92.537,89.81701445579529,success
31,INT 2-2-2-2,2,2,2,2,45,INT2,89.108,88.63884019851685,success
31,INT 2-2-2-2,2,2,2,2,46,INT2,90.714,88.79688382148743,success
21,INT 8-8-8-8,8,8,8,8,42,INT8,94.064,88.46411466598511,success
21,INT 8-8-8-8,8,8,8,8,43,INT8,92.494,88.47100591659546,success
21,INT 8-8-8-8,8,8,8,8,44,INT8,96.92,85.78306102752686,success
21,INT 8-8-8-8,8,8,8,8,45,INT8,96.415,88.05990362167358,success
21,INT 8-8-8-8,8,8,8,8,46,INT8,95.079,88.28522658348083,success
21,INT 8-8-8-4,8,8,8,4,42,mixed,93.816,85.5243501663208,success
21,INT 8-8-8-4,8,8,8,4,43,mixed,92.522,89.63080310821533,success
21,INT 8-8-8-4,8,8,8,4,44,mixed,96.878,89.96513485908508,success
21,INT 8-8-8-4,8,8,8,4,45,mixed,96.441,88.4296224117279,success
21,INT 8-8-8-4,8,8,8,4,46,mixed,95.071,88.38927149772644,success
21,INT 8-8-8-2,8,8,8,2,42,mixed,93.396,88.33493781089783,success
21,INT 8-8-8-2,8,8,8,2,43,mixed,92.441,89.00459361076355,success
21,INT 8-8-8-2,8,8,8,2,44,mixed,96.736,86.73217225074768,success
21,INT 8-8-8-2,8,8,8,2,45,mixed,96.287,88.3247857093811,success
21,INT 8-8-8-2,8,8,8,2,46,mixed,95.549,89.95664739608765,success
21,INT 8-8-4-8,8,8,4,8,42,mixed,93.2,89.02346539497375,success
21,INT 8-8-4-8,8,8,4,8,43,mixed,92.479,88.84250259399414,success
21,INT 8-8-4-8,8,8,4,8,44,mixed,96.898,88.26172733306885,success
21,INT 8-8-4-8,8,8,4,8,45,mixed,96.401,88.45873022079468,success
21,INT 8-8-4-8,8,8,4,8,46,mixed,95.027,88.83139181137085,success
21,INT 8-8-4-4,8,8,4,4,42,mixed,94.009,85.90582656860352,success
21,INT 8-8-4-4,8,8,4,4,43,mixed,92.492,87.67983365058899,success
21,INT 8-8-4-4,8,8,4,4,44,mixed,96.87,88.56030106544495,success
21,INT 8-8-4-4,8,8,4,4,45,mixed,96.434,88.82602453231812,success
21,INT 8-8-4-4,8,8,4,4,46,mixed,95.189,88.6106469631195,success
21,INT 8-8-4-2,8,8,4,2,42,mixed,93.861,88.28269505500793,success
21,INT 8-8-4-2,8,8,4,2,43,mixed,92.256,88.14158177375793,success
21,INT 8-8-4-2,8,8,4,2,44,mixed,96.613,88.55086421966553,success
21,INT 8-8-4-2,8,8,4,2,45,mixed,96.339,88.48984885215759,success
21,INT 8-8-4-2,8,8,4,2,46,mixed,95.446,88.2195417881012,success
21,INT 8-8-2-8,8,8,2,8,42,mixed,93.311,88.37734508514404,success
21,INT 8-8-2-8,8,8,2,8,43,mixed,92.75,88.51865792274475,success
21,INT 8-8-2-8,8,8,2,8,44,mixed,96.813,87.14083313941956,success
21,INT 8-8-2-8,8,8,2,8,45,mixed,96.227,90.49986243247986,success
21,INT 8-8-2-8,8,8,2,8,46,mixed,95.012,88.60023927688599,success
21,INT 8-8-2-4,8,8,2,4,42,mixed,93.543,89.99310636520386,success
21,INT 8-8-2-4,8,8,2,4,43,mixed,92.652,90.41338062286377,success
21,INT 8-8-2-4,8,8,2,4,44,mixed,96.669,88.80821990966797,success
21,INT 8-8-2-4,8,8,2,4,45,mixed,96.157,88.21986269950867,success
21,INT 8-8-2-4,8,8,2,4,46,mixed,95.12,88.28530883789062,success
21,INT 8-8-2-2,8,8,2,2,42,mixed,93.398,88.4629921913147,success
21,INT 8-8-2-2,8,8,2,2,43,mixed,92.729,88.82810282707214,success
21,INT 8-8-2-2,8,8,2,2,44,mixed,96.684,90.09959506988525,success
21,INT 8-8-2-2,8,8,2,2,45,mixed,96.269,89.85458588600159,success
21,INT 8-8-2-2,8,8,2,2,46,mixed,95.317,86.93032121658325,success
21,INT 8-4-8-8,8,4,8,8,42,mixed,93.74,88.59008955955505,success
21,INT 8-4-8-8,8,4,8,8,43,mixed,92.429,89.91169619560242,success
21,INT 8-4-8-8,8,4,8,8,44,mixed,97.08,88.29126167297363,success
21,INT 8-4-8-8,8,4,8,8,45,mixed,96.227,90.27964925765991,success
21,INT 8-4-8-8,8,4,8,8,46,mixed,95.26,88.31773781776428,success
21,INT 8-4-8-4,8,4,8,4,42,mixed,93.901,89.97125339508057,success
21,INT 8-4-8-4,8,4,8,4,43,mixed,92.314,88.63169193267822,success
21,INT 8-4-8-4,8,4,8,4,44,mixed,97.055,88.25705361366272,success
21,INT 8-4-8-4,8,4,8,4,45,mixed,96.213,88.28959822654724,success
21,INT 8-4-8-4,8,4,8,4,46,mixed,95.236,88.38155770301819,success
21,INT 8-4-8-2,8,4,8,2,42,mixed,93.906,89.04254508018494,success
21,INT 8-4-8-2,8,4,8,2,43,mixed,92.236,86.70463228225708,success
21,INT 8-4-8-2,8,4,8,2,44,mixed,96.99,89.45672941207886,success
21,INT 8-4-8-2,8,4,8,2,45,mixed,96.106,88.40477752685547,success
21,INT 8-4-8-2,8,4,8,2,46,mixed,95.334,88.62440204620361,success
21,INT 8-4-4-8,8,4,4,8,42,mixed,93.905,88.33926343917847,success
21,INT 8-4-4-8,8,4,4,8,43,mixed,92.402,90.17115449905396,success
21,INT 8-4-4-8,8,4,4,8,44,mixed,97.063,90.02671217918396,success
21,INT 8-4-4-8,8,4,4,8,45,mixed,96.327,88.27109861373901,success
21,INT 8-4-4-8,8,4,4,8,46,mixed,95.201,88.27290987968445,success
21,INT 8-4-4-4,8,4,4,4,42,mixed,93.928,88.41863965988159,success
21,INT 8-4-4-4,8,4,4,4,43,mixed,92.461,88.81647539138794,success
21,INT 8-4-4-4,8,4,4,4,44,mixed,97.006,88.30418038368225,success
21,INT 8-4-4-4,8,4,4,4,45,mixed,95.939,88.26559329032898,success
21,INT 8-4-4-4,8,4,4,4,46,mixed,95.33,87.28915286064148,success
21,INT 8-4-4-2,8,4,4,2,42,mixed,93.892,90.33478999137878,success
21,INT 8-4-4-2,8,4,4,2,43,mixed,92.308,87.03465485572815,success
21,INT 8-4-4-2,8,4,4,2,44,mixed,97.0,89.85429787635803,success
21,INT 8-4-4-2,8,4,4,2,45,mixed,96.271,90.48974776268005,success
21,INT 8-4-4-2,8,4,4,2,46,mixed,94.982,87.33707666397095,success
21,INT 8-4-2-8,8,4,2,8,42,mixed,93.608,89.6141197681427,success
21,INT 8-4-2-8,8,4,2,8,43,mixed,92.589,89.81942343711853,success
21,INT 8-4-2-8,8,4,2,8,44,mixed,96.888,87.17243814468384,success
21,INT 8-4-2-8,8,4,2,8,45,mixed,95.952,88.36648058891296,success
21,INT 8-4-2-8,8,4,2,8,46,mixed,94.688,90.06506562232971,success
21,INT 8-4-2-4,8,4,2,4,42,mixed,93.696,88.29741787910461,success
21,INT 8-4-2-4,8,4,2,4,43,mixed,92.563,86.83140921592712,success
21,INT 8-4-2-4,8,4,2,4,44,mixed,96.795,90.48743629455566,success
21,INT 8-4-2-4,8,4,2,4,45,mixed,95.972,86.9552698135376,success
21,INT 8-4-2-4,8,4,2,4,46,mixed,95.085,89.72964072227478,success
21,INT 8-4-2-2,8,4,2,2,42,mixed,93.841,88.34031367301941,success
21,INT 8-4-2-2,8,4,2,2,43,mixed,92.495,87.48680877685547,success
21,INT 8-4-2-2,8,4,2,2,44,mixed,96.869,88.59175276756287,success
21,INT 8-4-2-2,8,4,2,2,45,mixed,95.914,89.73495507240295,success
21,INT 8-4-2-2,8,4,2,2,46,mixed,94.985,88.56675791740417,success
21,INT 8-2-8-8,8,2,8,8,42,mixed,91.53,88.81922221183777,success
21,INT 8-2-8-8,8,2,8,8,43,mixed,89.616,90.60804629325867,success
21,INT 8-2-8-8,8,2,8,8,44,mixed,95.191,89.66867709159851,success
21,INT 8-2-8-8,8,2,8,8,45,mixed,95.095,88.24876928329468,success
21,INT 8-2-8-8,8,2,8,8,46,mixed,92.952,88.48929643630981,success
21,INT 8-2-8-4,8,2,8,4,42,mixed,92.084,88.8586802482605,success
21,INT 8-2-8-4,8,2,8,4,43,mixed,89.515,88.41706395149231,success
21,INT 8-2-8-4,8,2,8,4,44,mixed,94.946,88.11857485771179,success
21,INT 8-2-8-4,8,2,8,4,45,mixed,95.237,87.41622614860535,success
21,INT 8-2-8-4,8,2,8,4,46,mixed,93.51,89.67771887779236,success
21,INT 8-2-8-2,8,2,8,2,42,mixed,92.332,88.58753967285156,success
21,INT 8-2-8-2,8,2,8,2,43,mixed,90.193,88.20041513442993,success
21,INT 8-2-8-2,8,2,8,2,44,mixed,95.164,88.82200527191162,success
21,INT 8-2-8-2,8,2,8,2,45,mixed,95.504,88.15448331832886,success
21,INT 8-2-8-2,8,2,8,2,46,mixed,93.332,91.82082557678223,success
21,INT 8-2-4-8,8,2,4,8,42,mixed,91.621,90.07316565513611,success
21,INT 8-2-4-8,8,2,4,8,43,mixed,89.867,89.90359616279602,success
21,INT 8-2-4-8,8,2,4,8,44,mixed,95.164,88.84144282341003,success
21,INT 8-2-4-8,8,2,4,8,45,mixed,95.367,88.60851287841797,success
21,INT 8-2-4-8,8,2,4,8,46,mixed,93.066,88.1540265083313,success
21,INT 8-2-4-4,8,2,4,4,42,mixed,91.348,88.36214184761047,success
21,INT 8-2-4-4,8,2,4,4,43,mixed,89.825,88.64669752120972,success
21,INT 8-2-4-4,8,2,4,4,44,mixed,95.041,88.23502087593079,success
21,INT 8-2-4-4,8,2,4,4,45,mixed,95.121,88.46776008605957,success
21,INT 8-2-4-4,8,2,4,4,46,mixed,92.336,88.62587833404541,success
21,INT 8-2-4-2,8,2,4,2,42,mixed,91.344,88.62920188903809,success
21,INT 8-2-4-2,8,2,4,2,43,mixed,89.027,88.27630925178528,success
21,INT 8-2-4-2,8,2,4,2,44,mixed,94.214,88.60209655761719,success
21,INT 8-2-4-2,8,2,4,2,45,mixed,95.567,88.26674580574036,success
21,INT 8-2-4-2,8,2,4,2,46,mixed,92.62,88.54807996749878,success
21,INT 8-2-2-8,8,2,2,8,42,mixed,91.341,88.56012034416199,success
21,INT 8-2-2-8,8,2,2,8,43,mixed,90.125,88.64560794830322,success
21,INT 8-2-2-8,8,2,2,8,44,mixed,95.256,88.80887937545776,success
21,INT 8-2-2-8,8,2,2,8,45,mixed,95.156,88.6529221534729,success
21,INT 8-2-2-8,8,2,2,8,46,mixed,93.514,88.30081367492676,success
21,INT 8-2-2-4,8,2,2,4,42,mixed,91.423,88.43188261985779,success
21,INT 8-2-2-4,8,2,2,4,43,mixed,89.412,88.24143743515015,success
21,INT 8-2-2-4,8,2,2,4,44,mixed,94.691,88.25052785873413,success
21,INT 8-2-2-4,8,2,2,4,45,mixed,94.994,90.49643564224243,success
21,INT 8-2-2-4,8,2,2,4,46,mixed,92.996,89.60753965377808,success
21,INT 8-2-2-2,8,2,2,2,42,mixed,92.582,88.31791090965271,success
21,INT 8-2-2-2,8,2,2,2,43,mixed,90.049,90.2590537071228,success
21,INT 8-2-2-2,8,2,2,2,44,mixed,94.656,89.99517488479614,success
21,INT 8-2-2-2,8,2,2,2,45,mixed,95.307,88.41282272338867,success
21,INT 8-2-2-2,8,2,2,2,46,mixed,93.796,88.2892210483551,success
21,INT 4-8-8-8,4,8,8,8,42,mixed,93.778,88.61111664772034,success
21,INT 4-8-8-8,4,8,8,8,43,mixed,92.664,88.5521445274353,success
21,INT 4-8-8-8,4,8,8,8,44,mixed,96.284,88.54572606086731,success
21,INT 4-8-8-8,4,8,8,8,45,mixed,95.585,86.75150871276855,success
21,INT 4-8-8-8,4,8,8,8,46,mixed,94.358,89.9394941329956,success
21,INT 4-8-8-4,4,8,8,4,42,mixed,93.705,86.94880533218384,success
21,INT 4-8-8-4,4,8,8,4,43,mixed,92.684,88.24744296073914,success
21,INT 4-8-8-4,4,8,8,4,44,mixed,96.331,89.9486620426178,success
21,INT 4-8-8-4,4,8,8,4,45,mixed,95.608,85.70390510559082,success
21,INT 4-8-8-4,4,8,8,4,46,mixed,94.42,88.14272904396057,success
21,INT 4-8-8-2,4,8,8,2,42,mixed,93.804,88.29113340377808,success
21,INT 4-8-8-2,4,8,8,2,43,mixed,92.664,88.62136602401733,success
21,INT 4-8-8-2,4,8,8,2,44,mixed,96.302,88.22867345809937,success
21,INT 4-8-8-2,4,8,8,2,45,mixed,95.613,88.29665184020996,success
21,INT 4-8-8-2,4,8,8,2,46,mixed,94.161,88.61728143692017,success
21,INT 4-8-4-8,4,8,4,8,42,mixed,93.666,86.97794318199158,success
21,INT 4-8-4-8,4,8,4,8,43,mixed,92.763,89.69329595565796,success
21,INT 4-8-4-8,4,8,4,8,44,mixed,96.254,88.2796483039856,success
21,INT 4-8-4-8,4,8,4,8,45,mixed,95.606,88.81293845176697,success
21,INT 4-8-4-8,4,8,4,8,46,mixed,94.419,88.39929842948914,success
21,INT 4-8-4-4,4,8,4,4,42,mixed,93.631,88.27956628799438,success
21,INT 4-8-4-4,4,8,4,4,43,mixed,92.718,88.87287759780884,success
21,INT 4-8-4-4,4,8,4,4,44,mixed,96.351,88.87183785438538,success
21,INT 4-8-4-4,4,8,4,4,45,mixed,95.582,90.18387937545776,success
21,INT 4-8-4-4,4,8,4,4,46,mixed,94.353,89.83693957328796,success
21,INT 4-8-4-2,4,8,4,2,42,mixed,93.602,88.71754240989685,success
21,INT 4-8-4-2,4,8,4,2,43,mixed,92.706,88.84995412826538,success
21,INT 4-8-4-2,4,8,4,2,44,mixed,96.001,88.36856770515442,success
21,INT 4-8-4-2,4,8,4,2,45,mixed,95.608,88.38632035255432,success
21,INT 4-8-4-2,4,8,4,2,46,mixed,94.18,88.57899165153503,success
21,INT 4-8-2-8,4,8,2,8,42,mixed,93.33,88.62841749191284,success
21,INT 4-8-2-8,4,8,2,8,43,mixed,92.728,88.30797290802002,success
21,INT 4-8-2-8,4,8,2,8,44,mixed,96.343,88.3345079421997,success
21,INT 4-8-2-8,4,8,2,8,45,mixed,95.916,88.34038162231445,success
21,INT 4-8-2-8,4,8,2,8,46,mixed,94.156,88.59497308731079,success
21,INT 4-8-2-4,4,8,2,4,42,mixed,93.74,89.02627635002136,success
21,INT 4-8-2-4,4,8,2,4,43,mixed,92.747,88.44143629074097,success
21,INT 4-8-2-4,4,8,2,4,44,mixed,96.352,88.16747188568115,success
21,INT 4-8-2-4,4,8,2,4,45,mixed,95.852,90.82400751113892,success
21,INT 4-8-2-4,4,8,2,4,46,mixed,94.256,88.65462732315063,success
21,INT 4-8-2-2,4,8,2,2,42,mixed,93.448,88.64799666404724,success
21,INT 4-8-2-2,4,8,2,2,43,mixed,92.768,89.6880669593811,success
21,INT 4-8-2-2,4,8,2,2,44,mixed,96.165,88.77751183509827,success
21,INT 4-8-2-2,4,8,2,2,45,mixed,95.607,88.79501938819885,success
21,INT 4-8-2-2,4,8,2,2,46,mixed,94.308,88.36453485488892,success
21,INT 4-4-8-8,4,4,8,8,42,mixed,93.25,89.08640503883362,success
21,INT 4-4-8-8,4,4,8,8,43,mixed,92.683,90.16434454917908,success
21,INT 4-4-8-8,4,4,8,8,44,mixed,96.477,89.82640552520752,success
21,INT 4-4-8-8,4,4,8,8,45,mixed,95.085,88.28246712684631,success
21,INT 4-4-8-8,4,4,8,8,46,mixed,94.299,88.60274195671082,success
21,INT 4-4-8-4,4,4,8,4,42,mixed,93.236,86.89680790901184,success
21,INT 4-4-8-4,4,4,8,4,43,mixed,92.726,88.14447474479675,success
21,INT 4-4-8-4,4,4,8,4,44,mixed,96.57,88.26885724067688,success
21,INT 4-4-8-4,4,4,8,4,45,mixed,95.151,89.71687722206116,success
21,INT 4-4-8-4,4,4,8,4,46,mixed,94.293,88.42790651321411,success
21,INT 4-4-8-2,4,4,8,2,42,mixed,93.406,88.45796847343445,success
21,INT 4-4-8-2,4,4,8,2,43,mixed,92.709,88.37425422668457,success
21,INT 4-4-8-2,4,4,8,2,44,mixed,96.233,88.28619503974915,success
21,INT 4-4-8-2,4,4,8,2,45,mixed,94.991,90.26079773902893,success
21,INT 4-4-8-2,4,4,8,2,46,mixed,94.151,90.07480430603027,success
21,INT 4-4-4-8,4,4,4,8,42,mixed,93.247,85.50316333770752,success
21,INT 4-4-4-8,4,4,4,8,43,mixed,92.706,87.62756490707397,success
21,INT 4-4-4-8,4,4,4,8,44,mixed,96.276,88.36763191223145,success
21,INT 4-4-4-8,4,4,4,8,45,mixed,95.097,88.44489026069641,success
21,INT 4-4-4-8,4,4,4,8,46,mixed,94.366,88.96974587440491,success
21,INT 4-4-4-4,4,4,4,4,42,INT4,93.108,88.26601600646973,success
21,INT 4-4-4-4,4,4,4,4,43,INT4,92.75,91.61214876174927,success
21,INT 4-4-4-4,4,4,4,4,44,INT4,96.534,88.94331121444702,success
21,INT 4-4-4-4,4,4,4,4,45,INT4,95.101,88.82453179359436,success
21,INT 4-4-4-4,4,4,4,4,46,INT4,94.281,88.40143084526062,success
21,INT 4-4-4-2,4,4,4,2,42,mixed,93.786,88.18539619445801,success
21,INT 4-4-4-2,4,4,4,2,43,mixed,92.726,88.9585313796997,success
21,INT 4-4-4-2,4,4,4,2,44,mixed,96.472,88.97062826156616,success
21,INT 4-4-4-2,4,4,4,2,45,mixed,94.747,88.66743850708008,success
21,INT 4-4-4-2,4,4,4,2,46,mixed,93.976,86.77664613723755,success
21,INT 4-4-2-8,4,4,2,8,42,mixed,93.644,88.59358263015747,success
21,INT 4-4-2-8,4,4,2,8,43,mixed,92.831,90.55804991722107,success
21,INT 4-4-2-8,4,4,2,8,44,mixed,96.302,88.66362309455872,success
21,INT 4-4-2-8,4,4,2,8,45,mixed,95.491,88.26934432983398,success
21,INT 4-4-2-8,4,4,2,8,46,mixed,94.126,88.22869944572449,success
21,INT 4-4-2-4,4,4,2,4,42,mixed,92.919,88.66479754447937,success
21,INT 4-4-2-4,4,4,2,4,43,mixed,92.696,88.45262885093689,success
21,INT 4-4-2-4,4,4,2,4,44,mixed,96.405,85.68127202987671,success
21,INT 4-4-2-4,4,4,2,4,45,mixed,95.393,87.41436004638672,success
21,INT 4-4-2-4,4,4,2,4,46,mixed,94.369,90.51992273330688,success
21,INT 4-4-2-2,4,4,2,2,42,mixed,92.966,88.44816970825195,success
21,INT 4-4-2-2,4,4,2,2,43,mixed,92.794,90.14640855789185,success
21,INT 4-4-2-2,4,4,2,2,44,mixed,96.341,88.20235204696655,success
21,INT 4-4-2-2,4,4,2,2,45,mixed,95.021,88.33578634262085,success
21,INT 4-4-2-2,4,4,2,2,46,mixed,93.629,90.72448897361755,success
21,INT 4-2-8-8,4,2,8,8,42,mixed,92.704,89.9526674747467,success
21,INT 4-2-8-8,4,2,8,8,43,mixed,90.197,90.03276419639587,success
21,INT 4-2-8-8,4,2,8,8,44,mixed,94.61,90.06740283966064,success
21,INT 4-2-8-8,4,2,8,8,45,mixed,93.531,90.7418942451477,success
21,INT 4-2-8-8,4,2,8,8,46,mixed,91.45,87.50057768821716,success
21,INT 4-2-8-4,4,2,8,4,42,mixed,91.379,87.61463689804077,success
21,INT 4-2-8-4,4,2,8,4,43,mixed,89.765,88.19590854644775,success
21,INT 4-2-8-4,4,2,8,4,44,mixed,94.086,88.78451943397522,success
21,INT 4-2-8-4,4,2,8,4,45,mixed,93.966,88.6159770488739,success
21,INT 4-2-8-4,4,2,8,4,46,mixed,91.378,88.1604962348938,success
21,INT 4-2-8-2,4,2,8,2,42,mixed,91.103,88.34382677078247,success
21,INT 4-2-8-2,4,2,8,2,43,mixed,90.251,88.42743372917175,success
21,INT 4-2-8-2,4,2,8,2,44,mixed,94.188,88.64743828773499,success
21,INT 4-2-8-2,4,2,8,2,45,mixed,94.144,85.8448133468628,success
21,INT 4-2-8-2,4,2,8,2,46,mixed,91.393,87.78052568435669,success
21,INT 4-2-4-8,4,2,4,8,42,mixed,92.643,89.00023102760315,success
21,INT 4-2-4-8,4,2,4,8,43,mixed,90.298,91.21134614944458,success
21,INT 4-2-4-8,4,2,4,8,44,mixed,94.496,88.61775040626526,success
21,INT 4-2-4-8,4,2,4,8,45,mixed,94.186,88.2828299999237,success
21,INT 4-2-4-8,4,2,4,8,46,mixed,91.823,88.28956317901611,success
21,INT 4-2-4-4,4,2,4,4,42,mixed,91.579,88.59820079803467,success
21,INT 4-2-4-4,4,2,4,4,43,mixed,90.37,88.62408709526062,success
21,INT 4-2-4-4,4,2,4,4,44,mixed,94.05,90.24404740333557,success
21,INT 4-2-4-4,4,2,4,4,45,mixed,94.139,89.85949873924255,success
21,INT 4-2-4-4,4,2,4,4,46,mixed,92.156,88.87815737724304,success
21,INT 4-2-4-2,4,2,4,2,42,mixed,92.786,88.62483501434326,success
21,INT 4-2-4-2,4,2,4,2,43,mixed,90.135,88.21524715423584,success
21,INT 4-2-4-2,4,2,4,2,44,mixed,94.247,88.29002332687378,success
21,INT 4-2-4-2,4,2,4,2,45,mixed,94.182,86.89463663101196,success
21,INT 4-2-4-2,4,2,4,2,46,mixed,91.826,87.39534854888916,success
21,INT 4-2-2-8,4,2,2,8,42,mixed,91.314,88.2488067150116,success
21,INT 4-2-2-8,4,2,2,8,43,mixed,88.669,88.00985217094421,success
21,INT 4-2-2-8,4,2,2,8,44,mixed,93.157,85.60728192329407,success
21,INT 4-2-2-8,4,2,2,8,45,mixed,94.106,87.8990786075592,success
21,INT 4-2-2-8,4,2,2,8,46,mixed,91.298,88.63554978370667,success
21,INT 4-2-2-4,4,2,2,4,42,mixed,91.715,88.34501028060913,success
21,INT 4-2-2-4,4,2,2,4,43,mixed,89.857,88.20244908332825,success
21,INT 4-2-2-4,4,2,2,4,44,mixed,94.26,88.61508870124817,success
21,INT 4-2-2-4,4,2,2,4,45,mixed,93.55,88.44081687927246,success
21,INT 4-2-2-4,4,2,2,4,46,mixed,92.072,88.47610569000244,success
21,INT 4-2-2-2,4,2,2,2,42,mixed,91.245,88.38062930107117,success
21,INT 4-2-2-2,4,2,2,2,43,mixed,89.957,86.77447772026062,success
21,INT 4-2-2-2,4,2,2,2,44,mixed,93.941,89.90556645393372,success
21,INT 4-2-2-2,4,2,2,2,45,mixed,94.477,88.45729994773865,success
21,INT 4-2-2-2,4,2,2,2,46,mixed,91.826,88.25088238716125,success
21,INT 2-8-8-8,2,8,8,8,42,mixed,86.237,88.67319297790527,success
21,INT 2-8-8-8,2,8,8,8,43,mixed,85.602,88.27657842636108,success
21,INT 2-8-8-8,2,8,8,8,44,mixed,92.285,88.23169016838074,success
21,INT 2-8-8-8,2,8,8,8,45,mixed,85.759,88.56134390830994,success
21,INT 2-8-8-8,2,8,8,8,46,mixed,93.041,89.04237484931946,success
21,INT 2-8-8-4,2,8,8,4,42,mixed,86.41,86.99288034439087,success
21,INT 2-8-8-4,2,8,8,4,43,mixed,85.646,89.8403651714325,success
21,INT 2-8-8-4,2,8,8,4,44,mixed,92.303,88.54811453819275,success
21,INT 2-8-8-4,2,8,8,4,45,mixed,85.929,88.81203269958496,success
21,INT 2-8-8-4,2,8,8,4,46,mixed,93.013,88.41607141494751,success
21,INT 2-8-8-2,2,8,8,2,42,mixed,85.76,88.37315130233765,success
21,INT 2-8-8-2,2,8,8,2,43,mixed,85.557,88.56390762329102,success
21,INT 2-8-8-2,2,8,8,2,44,mixed,92.307,88.80899834632874,success
21,INT 2-8-8-2,2,8,8,2,45,mixed,85.816,88.78012752532959,success
21,INT 2-8-8-2,2,8,8,2,46,mixed,93.089,88.26436853408813,success
21,INT 2-8-4-8,2,8,4,8,42,mixed,86.128,88.33183932304382,success
21,INT 2-8-4-8,2,8,4,8,43,mixed,85.439,87.45095825195312,success
21,INT 2-8-4-8,2,8,4,8,44,mixed,90.823,88.43932294845581,success
21,INT 2-8-4-8,2,8,4,8,45,mixed,85.762,89.94165110588074,success
21,INT 2-8-4-8,2,8,4,8,46,mixed,93.006,90.31552028656006,success
21,INT 2-8-4-4,2,8,4,4,42,mixed,85.959,88.55913281440735,success
21,INT 2-8-4-4,2,8,4,4,43,mixed,85.549,88.62215542793274,success
21,INT 2-8-4-4,2,8,4,4,44,mixed,92.274,89.8299913406372,success
21,INT 2-8-4-4,2,8,4,4,45,mixed,85.744,88.51108241081238,success
21,INT 2-8-4-4,2,8,4,4,46,mixed,93.024,88.65986728668213,success
21,INT 2-8-4-2,2,8,4,2,42,mixed,85.795,89.13045501708984,success
21,INT 2-8-4-2,2,8,4,2,43,mixed,85.688,87.6068480014801,success
21,INT 2-8-4-2,2,8,4,2,44,mixed,92.308,88.33288526535034,success
21,INT 2-8-4-2,2,8,4,2,45,mixed,85.675,86.76556944847107,success
21,INT 2-8-4-2,2,8,4,2,46,mixed,93.103,90.2812888622284,success
21,INT 2-8-2-8,2,8,2,8,42,mixed,85.478,88.62048268318176,success
21,INT 2-8-2-8,2,8,2,8,43,mixed,84.649,88.37908935546875,success
21,INT 2-8-2-8,2,8,2,8,44,mixed,91.344,88.56770634651184,success
21,INT 2-8-2-8,2,8,2,8,45,mixed,86.017,88.99430418014526,success
21,INT 2-8-2-8,2,8,2,8,46,mixed,93.081,88.62643361091614,success
21,INT 2-8-2-4,2,8,2,4,42,mixed,85.157,88.32661890983582,success
21,INT 2-8-2-4,2,8,2,4,43,mixed,86.832,87.02467441558838,success
21,INT 2-8-2-4,2,8,2,4,44,mixed,91.597,90.21622395515442,success
21,INT 2-8-2-4,2,8,2,4,45,mixed,85.905,88.58923006057739,success
21,INT 2-8-2-4,2,8,2,4,46,mixed,93.139,88.341623544693,success
21,INT 2-8-2-2,2,8,2,2,42,mixed,84.818,88.61303567886353,success
