input_length,size_MiB_total,size_MB_total,size_KiB_total,size_KB_total,config,runs,mean_acc,std_acc
71,0.034609,0.03629,35.439,36.29,INT 2-2-2-4,5,93.4744,2.3772
71,0.034418,0.03609,35.244,36.09,INT 2-2-2-2,5,92.8464,2.7176
61,0.117741,0.12346,120.566,123.46,INT 8-8-8-8,5,98.1678,0.6019
61,0.117359,0.12306,120.176,123.06,INT 8-8-8-4,5,98.1432,0.6285
61,0.117168,0.12286,119.98,122.86,INT 8-8-8-2,5,98.14,0.5964
61,0.059566,0.06246,60.996,62.46,INT 8-8-4-8,5,98.166,0.6095
61,0.059185,0.06206,60.605,62.06,INT 8-8-4-4,5,98.1504,0.6082
61,0.058994,0.06186,60.41,61.86,INT 8-8-4-2,5,98.1336,0.6631
61,0.030479,0.03196,31.211,31.96,INT 8-8-2-8,5,98.1972,0.6159
61,0.030098,0.03156,30.82,31.56,INT 8-8-2-4,5,98.1998,0.6479
61,0.029907,0.03136,30.625,31.36,INT 8-8-2-2,5,98.1632,0.7388
61,0.117598,0.12331,120.42,123.31,INT 8-4-8-8,5,98.0934,0.5671
61,0.117216,0.12291,120.029,122.91,INT 8-4-8-4,5,98.074,0.5866
61,0.117025,0.12271,119.834,122.71,INT 8-4-8-2,5,98.0896,0.5752
61,0.059423,0.06231,60.85,62.31,INT 8-4-4-8,5,98.0942,0.565
61,0.059042,0.06191,60.459,61.91,INT 8-4-4-4,5,97.9596,0.6556
61,0.058851,0.06171,60.264,61.71,INT 8-4-4-2,5,98.1044,0.5529
61,0.030336,0.03181,31.064,31.81,INT 8-4-2-8,5,98.117,0.6112
61,0.029955,0.03141,30.674,31.41,INT 8-4-2-4,5,98.0876,0.6821
61,0.029764,0.03121,30.479,31.21,INT 8-4-2-2,5,98.138,0.6081
61,0.117526,0.123235,120.347,123.235,INT 8-2-8-8,5,98.1138,0.2678
61,0.117145,0.122835,119.956,122.835,INT 8-2-8-4,5,98.0808,0.1889
61,0.116954,0.122635,119.761,122.635,INT 8-2-8-2,5,98.0982,0.309
61,0.059352,0.062235,60.776,62.235,INT 8-2-4-8,5,98.0344,0.3572
61,0.05897,0.061835,60.386,61.835,INT 8-2-4-4,5,98.0568,0.2091
61,0.05878,0.061635,60.19,61.635,INT 8-2-4-2,5,97.9864,0.318
61,0.030265,0.031735,30.991,31.735,INT 8-2-2-8,5,98.0562,0.2853
61,0.029883,0.031335,30.601,31.335,INT 8-2-2-4,5,98.0266,0.3479
61,0.029693,0.031135,30.405,31.135,INT 8-2-2-2,5,98.0556,0.3098
61,0.117712,0.12343,120.537,123.43,INT 4-8-8-8,5,97.9198,0.5022
61,0.117331,0.12303,120.146,123.03,INT 4-8-8-4,5,97.896,0.5241
61,0.11714,0.12283,119.951,122.83,INT 4-8-8-2,5,97.8938,0.5424
61,0.059538,0.06243,60.967,62.43,INT 4-8-4-8,5,97.9228,0.5022
61,0.059156,0.06203,60.576,62.03,INT 4-8-4-4,5,98.0164,0.5767
61,0.058966,0.06183,60.381,61.83,INT 4-8-4-2,5,97.9132,0.5341
61,0.030451,0.03193,31.182,31.93,INT 4-8-2-8,5,97.9696,0.5456
61,0.030069,0.03153,30.791,31.53,INT 4-8-2-4,5,97.9748,0.528
61,0.029879,0.03133,30.596,31.33,INT 4-8-2-2,5,97.9926,0.5348
61,0.117569,0.12328,120.391,123.28,INT 4-4-8-8,5,97.8322,0.5269
61,0.117188,0.12288,120,122.88,INT 4-4-8-4,5,97.756,0.5748
61,0.116997,0.12268,119.805,122.68,INT 4-4-8-2,5,97.7784,0.5913
61,0.059395,0.06228,60.82,62.28,INT 4-4-4-8,5,97.7778,0.5458
61,0.059013,0.06188,60.43,61.88,INT 4-4-4-4,5,97.7406,0.6023
61,0.058823,0.06168,60.234,61.68,INT 4-4-4-2,5,97.7826,0.5937
61,0.030308,0.03178,31.035,31.78,INT 4-4-2-8,5,97.773,0.6894
61,0.029926,0.03138,30.645,31.38,INT 4-4-2-4,5,97.8566,0.5957
61,0.029736,0.03118,30.449,31.18,INT 4-4-2-2,5,97.7792,0.6017
61,0.117497,0.123205,120.317,123.205,INT 4-2-8-8,5,97.6082,0.6856
61,0.117116,0.122805,119.927,122.805,INT 4-2-8-4,5,97.5086,0.6135
61,0.116925,0.122605,119.731,122.605,INT 4-2-8-2,5,97.2462,0.6765
61,0.059323,0.062205,60.747,62.205,INT 4-2-4-8,5,97.7582,0.7597
61,0.058942,0.061805,60.356,61.805,INT 4-2-4-4,5,97.7066,0.7244
61,0.058751,0.061605,60.161,61.605,INT 4-2-4-2,5,97.3344,0.7633
61,0.030236,0.031705,30.962,31.705,INT 4-2-2-8,5,97.3942,0.7153
61,0.029855,0.031305,30.571,31.305,INT 4-2-2-4,5,97.5228,0.727
61,0.029664,0.031105,30.376,31.105,INT 4-2-2-2,5,97.6618,0.669
61,0.117698,0.123415,120.522,123.415,INT 2-8-8-8,5,93.804,2.0526
61,0.117316,0.123015,120.132,123.015,INT 2-8-8-4,5,93.326,2.8823
61,0.117126,0.122815,119.937,122.815,INT 2-8-8-2,5,93.7022,1.9331
61,0.059524,0.062415,60.952,62.415,INT 2-8-4-8,5,93.659,2.1757
61,0.059142,0.062015,60.562,62.015,INT 2-8-4-4,5,93.633,2.1213
61,0.058951,0.061815,60.366,61.815,INT 2-8-4-2,5,93.7526,1.9137
61,0.030437,0.031915,31.167,31.915,INT 2-8-2-8,5,94.0314,2.052
61,0.030055,0.031515,30.776,31.515,INT 2-8-2-4,5,94.3378,1.7076
61,0.029864,0.031315,30.581,31.315,INT 2-8-2-2,5,94.0046,1.5307
61,0.117555,0.123265,120.376,123.265,INT 2-4-8-8,5,93.6524,2.0945
61,0.117173,0.122865,119.985,122.865,INT 2-4-8-4,5,93.683,1.9971
61,0.116982,0.122665,119.79,122.665,INT 2-4-8-2,5,93.0696,3.0553
61,0.059381,0.062265,60.806,62.265,INT 2-4-4-8,5,93.6702,2.0817
61,0.058999,0.061865,60.415,61.865,INT 2-4-4-4,5,93.6646,2.0043
61,0.058808,0.061665,60.22,61.665,INT 2-4-4-2,5,93.617,1.9578
61,0.030293,0.031765,31.021,31.765,INT 2-4-2-8,5,94.0318,1.7192
61,0.029912,0.031365,30.63,31.365,INT 2-4-2-4,5,94.0672,1.6836
61,0.029721,0.031165,30.435,31.165,INT 2-4-2-2,5,93.866,1.6343
61,0.117483,0.12319,120.303,123.19,INT 2-2-8-8,5,94.472,1.9822
61,0.117102,0.12279,119.912,122.79,INT 2-2-8-4,5,94.352,2.2569
61,0.116911,0.12259,119.717,122.59,INT 2-2-8-2,5,94.023,2.0799
61,0.059309,0.06219,60.732,62.19,INT 2-2-4-8,5,94.2924,1.902
61,0.058928,0.06179,60.342,61.79,INT 2-2-4-4,5,94.441,2.1708
61,0.058737,0.06159,60.146,61.59,INT 2-2-4-2,5,93.9682,2.1354
61,0.030222,0.03169,30.947,31.69,INT 2-2-2-8,5,94.3098,1.8471
61,0.02984,0.03129,30.557,31.29,INT 2-2-2-4,5,94.6122,1.8956
61,0.02965,0.03109,30.361,31.09,INT 2-2-2-2,5,93.8212,2.0774
51,0.098667,0.10346,101.035,103.46,INT 8-8-8-8,5,98.1044,0.4577
51,0.098286,0.10306,100.645,103.06,INT 8-8-8-4,5,98.0842,0.4072
51,0.098095,0.10286,100.449,102.86,INT 8-8-8-2,5,98.0748,0.385
51,0.05003,0.05246,51.23,52.46,INT 8-8-4-8,5,98.0798,0.3856
51,0.049648,0.05206,50.84,52.06,INT 8-8-4-4,5,98.0852,0.3814
51,0.049458,0.05186,50.645,51.86,INT 8-8-4-2,5,98.0766,0.3617
51,0.025711,0.02696,26.328,26.96,INT 8-8-2-8,5,98.1824,0.3646
51,0.02533,0.02656,25.938,26.56,INT 8-8-2-4,5,98.196,0.367
51,0.025139,0.02636,25.742,26.36,INT 8-8-2-2,5,98.1152,0.316
51,0.098524,0.10331,100.889,103.31,INT 8-4-8-8,5,98.0522,0.4647
51,0.098143,0.10291,100.498,102.91,INT 8-4-8-4,5,97.998,0.4802
51,0.097952,0.10271,100.303,102.71,INT 8-4-8-2,5,97.9568,0.4533
51,0.049887,0.05231,51.084,52.31,INT 8-4-4-8,5,98.0416,0.4495
51,0.049505,0.05191,50.693,51.91,INT 8-4-4-4,5,97.9906,0.4692
51,0.049314,0.05171,50.498,51.71,INT 8-4-4-2,5,97.9276,0.4194
51,0.025568,0.02681,26.182,26.81,INT 8-4-2-8,5,98.1318,0.4471
51,0.025187,0.02641,25.791,26.41,INT 8-4-2-4,5,98.1102,0.4188
51,0.024996,0.02621,25.596,26.21,INT 8-4-2-2,5,97.9054,0.3681
51,0.098453,0.103235,100.815,103.235,INT 8-2-8-8,5,97.5572,0.4773
51,0.098071,0.102835,100.425,102.835,INT 8-2-8-4,5,97.471,0.5538
51,0.09788,0.102635,100.229,102.635,INT 8-2-8-2,5,97.4304,0.5262
51,0.049815,0.052235,51.011,52.235,INT 8-2-4-8,5,97.5084,0.5576
51,0.049434,0.051835,50.62,51.835,INT 8-2-4-4,5,97.5208,0.5372
51,0.049243,0.051635,50.425,51.635,INT 8-2-4-2,5,97.4904,0.441
51,0.025496,0.026735,26.108,26.735,INT 8-2-2-8,5,97.5336,0.4587
51,0.025115,0.026335,25.718,26.335,INT 8-2-2-4,5,97.5422,0.4879
51,0.024924,0.026135,25.522,26.135,INT 8-2-2-2,5,97.485,0.3796
51,0.098639,0.10343,101.006,103.43,INT 4-8-8-8,5,97.5576,0.3337
51,0.098257,0.10303,100.615,103.03,INT 4-8-8-4,5,97.4498,0.3479
51,0.098066,0.10283,100.42,102.83,INT 4-8-8-2,5,97.5146,0.2735
51,0.050001,0.05243,51.201,52.43,INT 4-8-4-8,5,97.423,0.4404
51,0.04962,0.05203,50.811,52.03,INT 4-8-4-4,5,97.5576,0.3297
51,0.049429,0.05183,50.615,51.83,INT 4-8-4-2,5,97.541,0.2443
51,0.025682,0.02693,26.299,26.93,INT 4-8-2-8,5,97.6238,0.3275
51,0.025301,0.02653,25.908,26.53,INT 4-8-2-4,5,97.6574,0.247
51,0.02511,0.02633,25.713,26.33,INT 4-8-2-2,5,97.555,0.3123
51,0.098495,0.10328,100.859,103.28,INT 4-4-8-8,5,97.5906,0.3536
51,0.098114,0.10288,100.469,102.88,INT 4-4-8-4,5,97.5524,0.3969
51,0.097923,0.10268,100.273,102.68,INT 4-4-8-2,5,97.5784,0.392
51,0.049858,0.05228,51.055,52.28,INT 4-4-4-8,5,97.5516,0.4133
51,0.049477,0.05188,50.664,51.88,INT 4-4-4-4,5,97.5802,0.3524
51,0.049286,0.05168,50.469,51.68,INT 4-4-4-2,5,97.4988,0.4996
51,0.025539,0.02678,26.152,26.78,INT 4-4-2-8,5,97.578,0.4374
51,0.025158,0.02638,25.762,26.38,INT 4-4-2-4,5,97.6136,0.4602
51,0.024967,0.02618,25.566,26.18,INT 4-4-2-2,5,97.5682,0.466
51,0.098424,0.103205,100.786,103.205,INT 4-2-8-8,5,97.0618,0.721
51,0.098042,0.102805,100.396,102.805,INT 4-2-8-4,5,97.055,0.6849
51,0.097852,0.102605,100.2,102.605,INT 4-2-8-2,5,96.846,0.5617
51,0.049787,0.052205,50.981,52.205,INT 4-2-4-8,5,97.1292,0.6225
51,0.049405,0.051805,50.591,51.805,INT 4-2-4-4,5,97.1202,0.6239
51,0.049214,0.051605,50.396,51.605,INT 4-2-4-2,5,96.9596,0.5928
51,0.025468,0.026705,26.079,26.705,INT 4-2-2-8,5,97.2396,0.525
51,0.025086,0.026305,25.688,26.305,INT 4-2-2-4,5,97.2436,0.5138
51,0.024896,0.026105,25.493,26.105,INT 4-2-2-2,5,97.2024,0.4637
51,0.098624,0.103415,100.991,103.415,INT 2-8-8-8,5,94.4868,1.9012
51,0.098243,0.103015,100.601,103.015,INT 2-8-8-4,5,94.089,2.2611
51,0.098052,0.102815,100.405,102.815,INT 2-8-8-2,5,94.5258,1.8439
51,0.049987,0.052415,51.187,52.415,INT 2-8-4-8,5,94.2996,2.2045
51,0.049605,0.052015,50.796,52.015,INT 2-8-4-4,5,94.5336,1.8572
51,0.049415,0.051815,50.601,51.815,INT 2-8-4-2,5,94.5582,1.7826
51,0.025668,0.026915,26.284,26.915,INT 2-8-2-8,5,95.1668,1.2879
51,0.025287,0.026515,25.894,26.515,INT 2-8-2-4,5,94.9142,1.7473
51,0.025096,0.026315,25.698,26.315,INT 2-8-2-2,5,95.0676,1.4578
51,0.098481,0.103265,100.845,103.265,INT 2-4-8-8,5,94.6534,1.6139
51,0.0981,0.102865,100.454,102.865,INT 2-4-8-4,5,94.5526,1.7476
51,0.097909,0.102665,100.259,102.665,INT 2-4-8-2,5,94.5416,1.8209
51,0.049844,0.052265,51.04,52.265,INT 2-4-4-8,5,94.439,1.2589
51,0.049462,0.051865,50.649,51.865,INT 2-4-4-4,5,94.6272,1.6262
51,0.049272,0.051665,50.454,51.665,INT 2-4-4-2,5,94.5724,1.742
51,0.025525,0.026765,26.138,26.765,INT 2-4-2-8,5,94.7836,1.1407
51,0.025144,0.026365,25.747,26.365,INT 2-4-2-4,5,94.9652,1.5222
51,0.024953,0.026165,25.552,26.165,INT 2-4-2-2,5,94.87,1.6581
51,0.09841,0.10319,100.771,103.19,INT 2-2-8-8,5,94.652,0.9237
51,0.098028,0.10279,100.381,102.79,INT 2-2-8-4,5,93.909,1.4392
51,0.097837,0.10259,100.186,102.59,INT 2-2-8-2,5,94.4614,1.1022
51,0.049772,0.05219,50.967,52.19,INT 2-2-4-8,5,94.6214,0.9262
51,0.049391,0.05179,50.576,51.79,INT 2-2-4-4,5,94.6276,0.8521
51,0.0492,0.05159,50.381,51.59,INT 2-2-4-2,5,94.2942,1.5914
51,0.025454,0.02669,26.064,26.69,INT 2-2-2-8,5,94.6928,1.3104
51,0.025072,0.02629,25.674,26.29,INT 2-2-2-4,5,94.561,1.3239
51,0.024881,0.02609,25.479,26.09,INT 2-2-2-2,5,94.2132,1.6065
41,0.079594,0.08346,81.504,83.46,INT 8-8-8-8,5,97.2554,1.1357
41,0.079212,0.08306,81.113,83.06,INT 8-8-8-4,5,97.2422,1.1195
41,0.079021,0.08286,80.918,82.86,INT 8-8-8-2,5,97.2662,1.0659
41,0.040493,0.04246,41.465,42.46,INT 8-8-4-8,5,97.275,1.0972
41,0.040112,0.04206,41.074,42.06,INT 8-8-4-4,5,97.3076,1.0281
41,0.039921,0.04186,40.879,41.86,INT 8-8-4-2,5,97.272,1.0621
41,0.020943,0.02196,21.445,21.96,INT 8-8-2-8,5,97.3058,1.1196
41,0.020561,0.02156,21.055,21.56,INT 8-8-2-4,5,97.2878,1.1345
41,0.02037,0.02136,20.859,21.36,INT 8-8-2-2,5,97.2146,1.2319
41,0.079451,0.08331,81.357,83.31,INT 8-4-8-8,5,97.1346,1.2262
41,0.079069,0.08291,80.967,82.91,INT 8-4-8-4,5,97.0866,1.1843
41,0.078878,0.08271,80.771,82.71,INT 8-4-8-2,5,97.1102,1.171
41,0.04035,0.04231,41.318,42.31,INT 8-4-4-8,5,97.075,1.1455
41,0.039968,0.04191,40.928,41.91,INT 8-4-4-4,5,97.0272,1.1233
41,0.039778,0.04171,40.732,41.71,INT 8-4-4-2,5,97.1208,1.2469
41,0.0208,0.02181,21.299,21.81,INT 8-4-2-8,5,97.2142,1.2549
41,0.020418,0.02141,20.908,21.41,INT 8-4-2-4,5,97.1024,1.151
41,0.020227,0.02121,20.713,21.21,INT 8-4-2-2,5,97.209,1.1585
41,0.079379,0.083235,81.284,83.235,INT 8-2-8-8,5,96.9908,1.3651
41,0.078998,0.082835,80.894,82.835,INT 8-2-8-4,5,97.0504,1.2997
41,0.078807,0.082635,80.698,82.635,INT 8-2-8-2,5,97.028,1.2454
41,0.040278,0.042235,41.245,42.235,INT 8-2-4-8,5,97.0218,1.215
41,0.039897,0.041835,40.854,41.835,INT 8-2-4-4,5,96.9004,1.3188
41,0.039706,0.041635,40.659,41.635,INT 8-2-4-2,5,97.0024,1.2535
41,0.020728,0.021735,21.226,21.735,INT 8-2-2-8,5,97.0002,1.2185
41,0.020347,0.021335,20.835,21.335,INT 8-2-2-4,5,96.8306,1.1449
41,0.020156,0.021135,20.64,21.135,INT 8-2-2-2,5,96.8438,1.2919
41,0.079565,0.08343,81.475,83.43,INT 4-8-8-8,5,97.2278,0.8723
41,0.079184,0.08303,81.084,83.03,INT 4-8-8-4,5,97.1334,0.9305
41,0.078993,0.08283,80.889,82.83,INT 4-8-8-2,5,97.1964,0.9159
41,0.040464,0.04243,41.436,42.43,INT 4-8-4-8,5,97.1778,0.9044
41,0.040083,0.04203,41.045,42.03,INT 4-8-4-4,5,97.1898,0.898
41,0.039892,0.04183,40.85,41.83,INT 4-8-4-2,5,97.185,0.9546
41,0.020914,0.02193,21.416,21.93,INT 4-8-2-8,5,97.2942,0.8049
41,0.020533,0.02153,21.025,21.53,INT 4-8-2-4,5,97.2678,0.8096
41,0.020342,0.02133,20.83,21.33,INT 4-8-2-2,5,97.37,0.7987
41,0.079422,0.08328,81.328,83.28,INT 4-4-8-8,5,97.1558,1.0258
41,0.079041,0.08288,80.938,82.88,INT 4-4-8-4,5,97.1434,1.0123
41,0.07885,0.08268,80.742,82.68,INT 4-4-8-2,5,97.109,0.9474
41,0.040321,0.04228,41.289,42.28,INT 4-4-4-8,5,97.1758,0.9429
41,0.03994,0.04188,40.898,41.88,INT 4-4-4-4,5,97.1238,1.0033
41,0.039749,0.04168,40.703,41.68,INT 4-4-4-2,5,97.085,0.9832
41,0.020771,0.02178,21.27,21.78,INT 4-4-2-8,5,97.1642,1.043
41,0.02039,0.02138,20.879,21.38,INT 4-4-2-4,5,97.1588,1.0755
41,0.020199,0.02118,20.684,21.18,INT 4-4-2-2,5,97.3398,0.8145
41,0.07935,0.083205,81.255,83.205,INT 4-2-8-8,5,96.4042,1.2806
41,0.078969,0.082805,80.864,82.805,INT 4-2-8-4,5,96.623,1.1004
41,0.078778,0.082605,80.669,82.605,INT 4-2-8-2,5,96.744,1.2775
41,0.04025,0.042205,41.216,42.205,INT 4-2-4-8,5,96.6932,1.2465
41,0.039868,0.041805,40.825,41.805,INT 4-2-4-4,5,96.6758,1.0532
41,0.039678,0.041605,40.63,41.605,INT 4-2-4-2,5,96.8116,1.1478
41,0.0207,0.021705,21.196,21.705,INT 4-2-2-8,5,96.648,1.1201
41,0.020318,0.021305,20.806,21.305,INT 4-2-2-4,5,96.489,1.1385
41,0.020127,0.021105,20.61,21.105,INT 4-2-2-2,5,96.6264,1.0287
41,0.079551,0.083415,81.46,83.415,INT 2-8-8-8,5,92.7924,3.147
41,0.079169,0.083015,81.069,83.015,INT 2-8-8-4,5,92.7698,3.115
41,0.078979,0.082815,80.874,82.815,INT 2-8-8-2,5,92.7714,3.0892
41,0.04045,0.042415,41.421,42.415,INT 2-8-4-8,5,92.7298,3.1983
41,0.040069,0.042015,41.03,42.015,INT 2-8-4-4,5,92.7418,3.153
41,0.039878,0.041815,40.835,41.815,INT 2-8-4-2,5,92.764,3.0939
41,0.0209,0.021915,21.401,21.915,INT 2-8-2-8,5,92.86,2.9054
41,0.020518,0.021515,21.011,21.515,INT 2-8-2-4,5,92.767,2.9549
41,0.020328,0.021315,20.815,21.315,INT 2-8-2-2,5,92.7176,2.823
41,0.079408,0.083265,81.313,83.265,INT 2-4-8-8,5,92.6954,3.0808
41,0.079026,0.082865,80.923,82.865,INT 2-4-8-4,5,92.6952,3.0469
41,0.078835,0.082665,80.728,82.665,INT 2-4-8-2,5,92.6562,3.0022
41,0.040307,0.042265,41.274,42.265,INT 2-4-4-8,5,92.5186,2.9605
41,0.039926,0.041865,40.884,41.865,INT 2-4-4-4,5,92.663,3.0192
41,0.039735,0.041665,40.688,41.665,INT 2-4-4-2,5,92.7048,2.9164
41,0.020757,0.021765,21.255,21.765,INT 2-4-2-8,5,92.834,2.5709
41,0.020375,0.021365,20.864,21.365,INT 2-4-2-4,5,92.7816,2.5944
41,0.020185,0.021165,20.669,21.165,INT 2-4-2-2,5,92.8578,2.5201
41,0.079336,0.08319,81.24,83.19,INT 2-2-8-8,5,92.0984,3.6822
41,0.078955,0.08279,80.85,82.79,INT 2-2-8-4,5,92.0386,3.5878
41,0.078764,0.08259,80.654,82.59,INT 2-2-8-2,5,91.5808,4.6135
41,0.040236,0.04219,41.201,42.19,INT 2-2-4-8,5,91.9532,3.578
41,0.039854,0.04179,40.811,41.79,INT 2-2-4-4,5,92.1324,3.6104
41,0.039663,0.04159,40.615,41.59,INT 2-2-4-2,5,92.0708,3.3778
41,0.020685,0.02169,21.182,21.69,INT 2-2-2-8,5,91.7238,3.7475
41,0.020304,0.02129,20.791,21.29,INT 2-2-2-4,5,91.2676,3.6977
41,0.020113,0.02109,20.596,21.09,INT 2-2-2-2,5,91.7794,3.2124
31,0.06052,0.06346,61.973,63.46,INT 8-8-8-8,5,96.3372,1.6564
31,0.060139,0.06306,61.582,63.06,INT 8-8-8-4,5,96.395,1.6802
31,0.059948,0.06286,61.387,62.86,INT 8-8-8-2,5,96.277,1.7856
31,0.030956,0.03246,31.699,32.46,INT 8-8-4-8,5,96.3198,1.6671
31,0.030575,0.03206,31.309,32.06,INT 8-8-4-4,5,96.35,1.6328
31,0.030384,0.03186,31.113,31.86,INT 8-8-4-2,5,96.3696,1.6642
31,0.016174,0.01696,16.562,16.96,INT 8-8-2-8,5,96.346,1.665
31,0.015793,0.01656,16.172,16.56,INT 8-8-2-4,5,96.328,1.6335
31,0.015602,0.01636,15.977,16.36,INT 8-8-2-2,5,96.2784,1.5657
31,0.060377,0.06331,61.826,63.31,INT 8-4-8-8,5,96.3216,1.9557
31,0.059996,0.06291,61.436,62.91,INT 8-4-8-4,5,96.3444,1.9266
31,0.059805,0.06271,61.24,62.71,INT 8-4-8-2,5,96.2936,1.7972
31,0.030813,0.03231,31.553,32.31,INT 8-4-4-8,5,96.3348,1.8708
31,0.030432,0.03191,31.162,31.91,INT 8-4-4-4,5,96.2664,1.8524
31,0.030241,0.03171,30.967,31.71,INT 8-4-4-2,5,96.3448,1.887
31,0.016031,0.01681,16.416,16.81,INT 8-4-2-8,5,96.2984,1.7796
31,0.01565,0.01641,16.025,16.41,INT 8-4-2-4,5,96.2776,1.929
31,0.015459,0.01621,15.83,16.21,INT 8-4-2-2,5,96.3578,1.7822
31,0.060306,0.063235,61.753,63.235,INT 8-2-8-8,5,95.1854,3.4492
31,0.059924,0.062835,61.362,62.835,INT 8-2-8-4,5,94.6042,4.394
31,0.059733,0.062635,61.167,62.635,INT 8-2-8-2,5,95.2128,3.284
31,0.030742,0.032235,31.479,32.235,INT 8-2-4-8,5,94.7788,3.834
31,0.03036,0.031835,31.089,31.835,INT 8-2-4-4,5,95.3968,3.2466
31,0.030169,0.031635,30.894,31.635,INT 8-2-4-2,5,95.2586,3.1039
31,0.01596,0.016735,16.343,16.735,INT 8-2-2-8,5,95.1886,3.1152
31,0.015578,0.016335,15.952,16.335,INT 8-2-2-4,5,94.957,3.3433
31,0.015388,0.016135,15.757,16.135,INT 8-2-2-2,5,95.0158,3.4869
31,0.060492,0.06343,61.943,63.43,INT 4-8-8-8,5,95.6662,1.7184
31,0.06011,0.06303,61.553,63.03,INT 4-8-8-4,5,95.6836,1.7312
31,0.059919,0.06283,61.357,62.83,INT 4-8-8-2,5,95.5522,1.732
31,0.030928,0.03243,31.67,32.43,INT 4-8-4-8,5,95.6728,1.7237
31,0.030546,0.03203,31.279,32.03,INT 4-8-4-4,5,95.7118,1.7204
31,0.030355,0.03183,31.084,31.83,INT 4-8-4-2,5,95.5544,1.7161
31,0.016146,0.01693,16.533,16.93,INT 4-8-2-8,5,95.7536,1.7657
31,0.015764,0.01653,16.143,16.53,INT 4-8-2-4,5,95.7512,1.7465
31,0.015574,0.01633,15.947,16.33,INT 4-8-2-2,5,95.6656,1.6526
31,0.060349,0.06328,61.797,63.28,INT 4-4-8-8,5,95.5282,1.7342
31,0.059967,0.06288,61.406,62.88,INT 4-4-8-4,5,95.5886,1.7625
31,0.059776,0.06268,61.211,62.68,INT 4-4-8-2,5,95.565,1.7486
31,0.030785,0.03228,31.523,32.28,INT 4-4-4-8,5,95.563,1.7505
31,0.030403,0.03188,31.133,31.88,INT 4-4-4-4,5,95.6066,1.7498
31,0.030212,0.03168,30.938,31.68,INT 4-4-4-2,5,95.4632,1.6951
31,0.016003,0.01678,16.387,16.78,INT 4-4-2-8,5,95.5762,1.7747
31,0.015621,0.01638,15.996,16.38,INT 4-4-2-4,5,95.6908,1.7739
31,0.01543,0.01618,15.801,16.18,INT 4-4-2-2,5,95.6786,1.8452
31,0.060277,0.063205,61.724,63.205,INT 4-2-8-8,5,94.4988,2.6031
31,0.059896,0.062805,61.333,62.805,INT 4-2-8-4,5,94.2096,3.0219
31,0.059705,0.062605,61.138,62.605,INT 4-2-8-2,5,94.5336,2.5388
31,0.030713,0.032205,31.45,32.205,INT 4-2-4-8,5,94.4944,2.5264
31,0.030332,0.031805,31.06,31.805,INT 4-2-4-4,5,94.4396,2.3864
31,0.030141,0.031605,30.864,31.605,INT 4-2-4-2,5,94.4992,2.5618
31,0.015931,0.016705,16.313,16.705,INT 4-2-2-8,5,94.315,3.1342
31,0.01555,0.016305,15.923,16.305,INT 4-2-2-4,5,94.6552,2.2137
31,0.015359,0.016105,15.728,16.105,INT 4-2-2-2,5,94.2948,2.3914
31,0.060477,0.063415,61.929,63.415,INT 2-8-8-8,5,89.3402,3.209
31,0.060096,0.063015,61.538,63.015,INT 2-8-8-4,5,89.3344,3.2233
31,0.059905,0.062815,61.343,62.815,INT 2-8-8-2,5,89.2066,3.2191
31,0.030913,0.032415,31.655,32.415,INT 2-8-4-8,5,89.367,3.2724
31,0.030532,0.032015,31.265,32.015,INT 2-8-4-4,5,89.3288,3.3192
31,0.030341,0.031815,31.069,31.815,INT 2-8-4-2,5,89.2148,3.1502
31,0.016131,0.016915,16.519,16.915,INT 2-8-2-8,5,89.3974,3.4298
31,0.01575,0.016515,16.128,16.515,INT 2-8-2-4,5,89.229,3.3242
31,0.015559,0.016315,15.933,16.315,INT 2-8-2-2,5,89.2488,3.2449
31,0.060334,0.063265,61.782,63.265,INT 2-4-8-8,5,89.1244,3.0254
31,0.059953,0.062865,61.392,62.865,INT 2-4-8-4,5,89.2784,3.1269
31,0.059762,0.062665,61.196,62.665,INT 2-4-8-2,5,88.7336,2.9615
31,0.03077,0.032265,31.509,32.265,INT 2-4-4-8,5,89.005,2.9775
31,0.030389,0.031865,31.118,31.865,INT 2-4-4-4,5,88.7806,3.1815
31,0.030198,0.031665,30.923,31.665,INT 2-4-4-2,5,89.0338,3.0785
31,0.015988,0.016765,16.372,16.765,INT 2-4-2-8,5,89.0826,3.5658
31,0.015607,0.016365,15.981,16.365,INT 2-4-2-4,5,89.1406,3.4024
31,0.015416,0.016165,15.786,16.165,INT 2-4-2-2,5,89.1658,3.1362
31,0.060263,0.06319,61.709,63.19,INT 2-2-8-8,5,89.8546,2.0886
31,0.059881,0.06279,61.318,62.79,INT 2-2-8-4,5,90.1812,1.7294
31,0.05969,0.06259,61.123,62.59,INT 2-2-8-2,5,89.2082,2.7193
31,0.030699,0.03219,31.436,32.19,INT 2-2-4-8,5,89.685,2.0183
31,0.030317,0.03179,31.045,31.79,INT 2-2-4-4,5,89.8556,1.8705
31,0.030127,0.03159,30.85,31.59,INT 2-2-4-2,5,89.8274,1.843
31,0.015917,0.01669,16.299,16.69,INT 2-2-2-8,5,89.2186,2.2167
31,0.015535,0.01629,15.908,16.29,INT 2-2-2-4,5,89.7174,1.9928
31,0.015345,0.01609,15.713,16.09,INT 2-2-2-2,5,89.8306,1.7907
